Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Fasta headers	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	ProteasomeAnnotation	SubComplexAnnotation	GraphGroup	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS Count	LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3
	0.913076862	0.438402812	AT3G14790.1;AT1G53500.1	AT3G14790.1;AT1G53500.1	"AT3G14790.1 | Symbols: RHM3, ATRHM3 | rhamnose biosynthesis 3 | chr3:4964791-4966875 FORWARD LENGTH=664;AT1G53500.1 | Symbols: MUM4, RHM2, ATRHM2, ATMUM4 | NAD-dependent epimerase/dehydratase family protein | chr1:19967157-19969239 REVERSE LENGTH=667"	Color [DarkGray]	1	4								3	3	1	6	6	1.5	74.913	0	8.3557	116700000	3	21.22832	21.82947	21.2021	20.21916	20.18616	20.85881	22.47795	23.12991	19.64243	22.3297	22.04247	21.72353	21.83086	21.71641	22.02782	21.75992	18.93369	20.86416	21.32273	21.38474	21.83861	21.30602	17.92359	21.36859
+	5.976756777	7.524038951	AT1G53750.1;AT1G53780.1;AT1G53780.3;AT1G53780.2;AT1G53790.1;AT1G53790.2	AT1G53750.1	AT1G53750.1 | Symbols: RPT1A | regulatory particle triple-A 1A | chr1:20065921-20068324 REVERSE LENGTH=426	Color [DarkGray]	1	4					RPT1a;RPT1b	RP	RPT	77	77	75	94.4	94.4	94.4	47.803	0	323.31	7.91E+11	7282	27.48393	27.34927	27.19601	25.90786	26.7311	26.9323	32.74445	32.05866	33.36652	34.16268	33.46484	33.38247	35.03795	34.95102	34.61237	34.36175	35.21737	35.07119	34.09904	33.74241	34.07074	34.22351	35.22071	34.01794
	1.643674311	3.0855395	AT1G53850.2;AT1G53850.1	AT1G53850.2;AT1G53850.1	"AT1G53850.2 | Symbols: PAE1 | 20S proteasome alpha subunit E1 | chr1:20104131-20105792 REVERSE LENGTH=237;AT1G53850.1 | Symbols: PAE1, ATPAE1 | 20S proteasome alpha subunit E1 | chr1:20104131-20105792 REVERSE LENGTH=237"	Color [DarkGray]	1	4					PAE1	CP	Alpha	28	28	4	86.1	86.1	23.2	25.947	0	323.31	52395000000	532	24.80725	26.2899	23.32402	22.85303	25.27097	26.19069	32.49152	32.81843	31.6868	29.10082	29.15831	28.91597	27.94081	27.88884	27.84814	26.9676	28.20828	29.27679	27.25911	27.79005	27.01455	26.95926	29.1504	28.22601
	1.185211623	0.685126623	AT1G54010.1	AT1G54010.1	AT1G54010.1 | Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:20158854-20160747 REVERSE LENGTH=386	Color [DarkGray]	1	4								12	12	11	48.7	48.7	44.6	43.143	0	47.846	477350000	51	21.26006	21.05577	21.89933	21.85035	25.2072	24.57368	23.2766	24.55574	22.06779	24.0456	24.14323	23.30345	22.23378	21.90691	22.12984	22.11816	23.05998	22.51364	22.24074	21.5113	23.45813	24.32457	23.49277	23.38393
	0.206012915	0.340246201	AT1G54270.1;AT1G54270.2	AT1G54270.1;AT1G54270.2	AT1G54270.1 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412;AT1G54270.2 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=407	Color [DarkGray]	1	4								15	2	2	43.9	6.6	6.6	46.762	0	5.5921	160950000	8	22.22109	21.75674	23.67747	18.82628	20.97898	19.89944	22.69447	22.47152	23.21495	19.58405	20.41297	19.53928	22.3844	23.30403	22.98761	19.00375	19.17844	20.10604	22.21472	22.29365	23.28328	18.5402	20.02415	19.62658
	1.184058327	-1.946666082	AT1G55310.2;AT1G55310.1;AT1G55310.3;AT3G13570.1	AT1G55310.2;AT1G55310.1;AT1G55310.3	"AT1G55310.2 | Symbols: SR33, ATSCL33, SCL33, At-SCL33 | SC35-like splicing factor 33 | chr1:20630676-20632567 FORWARD LENGTH=220;AT1G55310.1 | Symbols: SR33, ATSCL33, SCL33, At-SCL33 | SC35-like splicing factor 33 | chr1:20630676-20632695 FORWARD LENGTH=28"	Color [DarkGray]	1	4								3	3	3	16.8	16.8	16.8	25.528	0	7.916	174500000	17	21.97614	19.72967	20.83229	21.10053	22.89552	23.0321	20.12761	20.08813	20.26705	23.57016	20.47185	23.34611	19.66225	18.82439	18.21146	23.49424	22.19653	23.76283	19.76769	18.81793	18.22766	23.5557	19.2787	23.30785
	1.841434625	1.533721288	AT1G55490.2;AT1G55490.1;AT5G56500.2;AT5G56500.1;AT1G26230.2;AT1G26230.1	AT1G55490.2;AT1G55490.1	"AT1G55490.2 | Symbols: CPN60B, LEN1 | chaperonin 60 beta | chr1:20715717-20718673 REVERSE LENGTH=600;AT1G55490.1 | Symbols: CPN60B, LEN1 | chaperonin 60 beta | chr1:20715717-20718673 REVERSE LENGTH=600"	Color [DarkGray]	1	4								38	38	12	67.2	67.2	25.8	63.808	0	323.31	1196300000	110	23.16567	23.96471	24.41645	21.76828	23.46707	23.70666	24.30006	25.77024	24.55254	25.52044	23.82389	23.9076	25.50421	25.32361	25.32018	23.25139	23.58819	22.96625	25.44355	25.06563	25.07231	23.59229	23.82085	24.84635
	0.782374311	-0.777661006	AT1G70320.1;AT1G55860.2;AT1G55860.1	AT1G70320.1;AT1G55860.2;AT1G55860.1	AT1G70320.1 | Symbols: UPL2 | ubiquitin-protein ligase 2 | chr1:26488745-26501281 REVERSE LENGTH=3658;AT1G55860.2 | Symbols: UPL1 | ubiquitin-protein ligase 1 | chr1:20879900-20892910 REVERSE LENGTH=3681;AT1G55860.1 | Symbols: UPL1 | ubiquitin-protein liga	Color [DarkGray]	1	4								2	2	2	0.9	0.9	0.9	403.61	0	3.9507	19723000	2	20.45041	20.48956	19.74766	19.89378	18.92739	19.02196	20.64997	20.9539	23.14115	20.93441	18.38664	19.0748	19.91838	18.67711	19.75916	19.62165	18.23706	20.96181	19.85226	20.28095	19.27271	18.85596	19.5213	18.81539
	0.81252573	0.247179031	AT1G56070.1;AT3G12915.1;AT3G12915.2	AT1G56070.1	AT1G56070.1 | Symbols: LOS1 | Ribosomal protein S5/Elongation factor G/III/V family protein | chr1:20968245-20971077 REVERSE LENGTH=843	Color [DarkGray]	1	4								41	41	41	59.3	59.3	59.3	93.89	0	323.31	7373700000	676	27.26396	26.88605	27.12558	23.57491	25.86954	25.45724	28.01764	28.52862	28.74063	27.87561	26.97065	26.66114	27.37241	27.1738	27.47092	26.70245	25.81351	25.63747	27.77183	27.02032	27.38617	26.334	25.98884	26.5364
+	4.065702689	5.553679148	AT1G56450.1	AT1G56450.1	AT1G56450.1 | Symbols: PBG1 | 20S proteasome beta subunit G1 | chr1:21141970-21144186 FORWARD LENGTH=246	Color [DarkGray]	1	4					PBG1	CP	Beta	30	30	30	89.4	89.4	89.4	27.651	0	323.31	3.43E+11	2658	25.86283	25.45266	24.80469	25.03627	24.45561	25.84258	35.34978	35.18761	34.91086	32.97378	32.28185	32.10337	30.89866	30.6777	31.20484	31.542	31.73656	32.22069	30.23069	29.72929	30.57756	31.83413	32.2607	31.39329
	0.611513437	-1.173859914	AT1G56560.1	AT1G56560.1	AT1G56560.1 | Symbols:  | Plant neutral invertase family protein | chr1:21192593-21194948 FORWARD LENGTH=616	Color [DarkGray]	1	4								7	7	7	17.4	17.4	17.4	70.436	0	18.096	95448000	15	22.64513	22.68417	23.54251	19.24291	19.79154	21.70644	21.90146	19.54561	19.40189	19.05294	20.29271	19.17223	22.19111	20.22169	22.93744	19.24357	18.02229	20.23219	22.18615	19.38011	22.33752	19.46662	18.58821	19.25099
	0.812622279	0.256243388	AT1G57720.2;AT1G57720.1	AT1G57720.2;AT1G57720.1	"AT1G57720.2 | Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:21377873-21380114 FORWARD LENGTH=413;AT1G57720.1 | Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:21377873-21380114 FORWARD LENGTH=413"	Color [DarkGray]	1	4								19	19	10	48.7	48.7	26.6	46.4	0	127.5	1374100000	123	24.40382	24.42579	24.42309	23.3291	23.39264	24.40381	25.25013	26.13035	25.86139	25.75741	25.43971	24.79398	24.92546	24.67546	24.42052	24.53539	22.9771	25.00965	24.75089	24.40595	24.33339	24.78891	18.37534	24.20514
	0.625824181	0.315438588	AT1G59359.1;AT1G58983.1;AT1G58684.1;AT1G58380.1	AT1G59359.1;AT1G58983.1;AT1G58684.1;AT1G58380.1	AT1G59359.1 | Symbols:  | Ribosomal protein S5 family protein | chr1:21842537-21843733 REVERSE LENGTH=284;AT1G58983.1 | Symbols:  | Ribosomal protein S5 family protein | chr1:21806279-21807475 REVERSE LENGTH=284;AT1G58684.1 | Symbols:  | Ribosomal protein	Color [DarkGray]	1	4								15	4	4	46.5	10.9	10.9	30.771	0	144.46	1190600000	89	24.66236	25.08042	24.76637	21.8017	21.83162	23.56859	25.4366	26.22532	25.89388	23.75062	19.61629	23.79836	25.43721	25.22334	24.79492	23.58497	18.13023	23.60564	25.41443	24.99411	25.00886	23.34637	18.48232	23.70847
	0.370843171	-0.401889165	AT1G59900.1	AT1G59900.1	"AT1G59900.1 | Symbols: AT-E1 ALPHA, E1 ALPHA | pyruvate dehydrogenase complex E1 alpha subunit | chr1:22051368-22053660 FORWARD LENGTH=389"	Color [DarkGray]	1	4								3	2	2	12.9	10.3	10.3	43.059	0	7.1575	13836000	4	20.02729	20.4828	19.69106	18.94657	19.53684	19.41075	19.25333	21.1332	19.14117	19.3805	19.83642	20.4891	20.44797	19.27064	19.27688	18.76528	19.34126	20.31385	21.92216	20.62051	19.42158	19.09297	19.68268	19.77842
	0.653199441	-1.595382055	AT1G60095.1	AT1G60095.1	AT1G60095.1 | Symbols:  | Mannose-binding lectin superfamily protein | chr1:22160099-22162265 FORWARD LENGTH=531	Color [DarkGray]	1	4								3	3	3	7.5	7.5	7.5	59.132	0	6.9465	87567000	12	22.3625	22.56793	19.35198	19.00873	22.01433	18.53544	22.86658	23.21793	22.85759	20.01398	22.8473	22.28161	19.48744	20.58018	19.42866	19.78484	18.51912	20.52381	19.69739	18.57819	18.91278	18.62029	18.86779	19.51975
	0.039681562	0.110263824	AT1G61570.1	AT1G61570.1	AT1G61570.1 | Symbols: TIM13 | translocase of the inner mitochondrial membrane 13 | chr1:22718897-22719473 REVERSE LENGTH=87	Color [DarkGray]	1	4								2	2	2	29.9	29.9	29.9	9.4116	0	8.67	21963000	7	19.77634	19.65679	20.22741	19.84891	19.30989	19.30914	18.98988	20.14954	21.83283	19.62637	18.98972	18.65429	19.92981	18.42401	21.6375	19.28535	18.15214	21.29872	20.30875	19.99103	19.47917	21.3159	18.50405	21.03812
	1.50308716	-1.715592066	AT1G61850.2;AT1G61850.1	AT1G61850.2;AT1G61850.1	AT1G61850.2 | Symbols:  | phospholipases;galactolipases | chr1:22856317-22862225 FORWARD LENGTH=1309;AT1G61850.1 | Symbols:  | phospholipases;galactolipases | chr1:22856317-22862225 FORWARD LENGTH=1311	Color [DarkGray]	1	4								2	2	2	1.9	1.9	1.9	145.22	0	5.9201	37556000	8	21.78822	21.45819	20.34852	18.67828	20.91393	19.41936	22.14256	21.24377	20.52356	19.13602	18.79656	18.97373	19.6226	19.91561	18.90994	19.86522	19.05261	20.58397	22.16739	22.16959	20.23998	19.6279	19.39657	19.85973
	0.05913277	-0.177085241	AT1G62020.1	AT1G62020.1	"AT1G62020.1 | Symbols:  | Coatomer, alpha subunit | chr1:22919814-22923728 FORWARD LENGTH=1216"	Color [DarkGray]	1	4								15	5	5	17.5	6.8	6.8	136.56	0	14.268	81677000	16	21.47006	21.56895	22.03816	18.88208	19.63162	19.04267	22.2487	22.41851	22.5447	20.1813	18.89364	19.5915	22.75284	22.3057	19.48737	20.03961	18.51813	18.45326	22.06998	19.48071	22.22305	19.13426	18.86681	18.37341
	0.173779054	-0.450143814	AT1G62380.1	AT1G62380.1	"AT1G62380.1 | Symbols: ACO2, ATACO2 | ACC oxidase 2 | chr1:23082340-23084068 FORWARD LENGTH=320"	Color [DarkGray]	1	4								5	5	5	20.6	20.6	20.6	36.183	0	23.093	158850000	18	20.78237	21.97115	22.02914	19.27623	18.29854	21.52826	20.38683	23.33229	22.09632	22.602	22.59599	22.70908	22.25315	19.37684	21.80223	22.87642	22.20736	21.4399	22.75029	21.27555	21.65552	22.25093	18.86694	21.90958
	0.115668787	-0.151069641	AT1G62660.1;AT1G12240.1	AT1G62660.1	AT1G62660.1 | Symbols:  | Glycosyl hydrolases family 32 protein | chr1:23199949-23203515 FORWARD LENGTH=648	Color [DarkGray]	1	4								6	6	6	12.3	12.3	12.3	72.227	0	18.858	157370000	12	23.40975	22.98613	23.02905	22.01107	22.63779	21.83156	19.97509	21.89541	21.61984	19.66921	19.98286	19.2135	23.85272	22.81232	22.30668	22.77959	18.51826	20.40092	23.18878	20.02862	19.3099	19.70734	18.5054	20.42958
	0.946761381	-0.644196828	AT1G62750.1	AT1G62750.1	"AT1G62750.1 | Symbols: ATSCO1, ATSCO1/CPEF-G, SCO1 | Translation elongation factor EFG/EF2 protein | chr1:23233622-23236321 REVERSE LENGTH=783"	Color [DarkGray]	1	4								1	1	1	2.6	2.6	2.6	86.057	0	3.4353	7996200	3	20.7045	20.23818	21.16294	19.03506	18.53992	19.46199	19.60821	20.9608	20.11612	20.2637	19.24342	18.73531	20.19712	19.71289	20.26301	19.34646	18.15351	19.70974	21.76028	19.26971	19.73825	19.87968	19.43617	19.25823
	0.044659771	-0.102853775	AT1G63000.1	AT1G63000.1	"AT1G63000.1 | Symbols: NRS/ER, UER1 | nucleotide-rhamnose synthase/epimerase-reductase | chr1:23342510-23343859 FORWARD LENGTH=301"	Color [DarkGray]	1	4								3	3	3	14.3	14.3	14.3	33.597	0	21.075	80753000	13	21.3065	21.88066	21.58498	21.24441	21.39812	20.85906	22.22873	22.41838	21.97057	20.44249	18.91335	19.75466	22.36426	19.95529	22.14403	20.119	19.09255	19.93467	21.75691	19.04102	22.25309	19.19465	19.76055	19.26846
	0.521782899	0.422920863	AT1G63940.4;AT1G63940.1;AT1G63940.2;AT1G63940.3	AT1G63940.4;AT1G63940.1;AT1G63940.2;AT1G63940.3	AT1G63940.4 | Symbols: MDAR6 | monodehydroascorbate reductase 6 | chr1:23730206-23733534 FORWARD LENGTH=482;AT1G63940.1 | Symbols: MDAR6 | monodehydroascorbate reductase 6 | chr1:23730206-23733534 FORWARD LENGTH=486;AT1G63940.2 | Symbols: MDAR6 | monodehyd	Color [DarkGray]	1	4								12	12	12	37.6	37.6	37.6	52.115	0	51.125	585650000	69	22.77991	23.96786	23.16947	24.12327	23.53247	23.16544	20.1283	25.67369	19.75306	24.16381	24.12258	19.25527	23.86251	23.64163	23.68187	24.67253	23.75786	24.3666	24.79644	20.25363	23.44392	23.32861	19.00926	23.21938
	0.20354691	0.102056503	AT1G64190.1	AT1G64190.1	AT1G64190.1 | Symbols:  | 6-phosphogluconate dehydrogenase family protein | chr1:23825549-23827012 REVERSE LENGTH=487	Color [DarkGray]	1	4								11	2	1	33.1	5.5	1.4	53.377	0	4.508	47051000	1	20.75328	20.68067	20.33801	20.70134	19.79254	20.24016	17.97329	22.40806	21.1514	21.28337	21.43873	21.14709	20.58835	20.97939	20.5104	21.25989	19.41982	19.06951	21.0021	19.89622	20.59268	19.95815	20.98811	17.86288
	1.273364421	0.955138524	AT1G64510.1	AT1G64510.1	AT1G64510.1 | Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr1:23954993-23956205 REVERSE LENGTH=207	Color [DarkGray]	1	4								2	2	2	13	13	13	22.761	0	3.6455	245830000	17	22.16407	22.43229	21.73184	18.72997	21.03113	21.07889	24.48119	24.82488	22.66508	19.73185	19.72324	19.83502	23.28535	23.41235	22.49592	19.9562	18.66185	18.87213	23.14149	23.46056	23.21292	19.79725	19.3243	21.91641
+	5.364889019	7.158991496	AT1G64520.1	AT1G64520.1	AT1G64520.1 | Symbols: RPN12a | regulatory particle non-ATPase 12A | chr1:23956459-23958120 FORWARD LENGTH=267	Color [DarkGray]	1	4					RPN12a	RP	RPN	34	34	32	95.9	95.9	95.9	30.706	0	323.31	2.57E+11	2894	26.57847	26.49893	26.11619	24.37039	25.39614	25.93573	31.65259	31.00033	32.31837	32.07984	31.04828	31.38672	33.80505	33.58602	33.27949	32.36748	32.96742	33.23236	33.03868	32.54077	32.73178	32.53149	33.19127	32.27362
	2.154632893	-1.700867335	AT1G64550.1	AT1G64550.1	"AT1G64550.1 | Symbols: ATGCN3, GCN3 | general control non-repressible 3 | chr1:23968850-23973369 FORWARD LENGTH=715"	Color [DarkGray]	1	4								3	3	3	7.1	7.1	7.1	79.643	0	8.106	28231000	9	21.08388	21.59532	20.8939	22.05547	19.93149	21.15828	18.36349	19.96905	20.26773	20.52388	19.24252	20.00937	20.00163	19.15408	19.3148	19.3915	20.6583	18.97133	21.69617	19.57776	19.44077	21.02086	20.24879	18.73875
	2.707471204	3.114962896	AT1G64750.2;AT1G64750.1;AT1G64750.3	AT1G64750.2;AT1G64750.1;AT1G64750.3	"AT1G64750.2 | Symbols: ATDSS1(I), DSS1(I) | deletion of SUV3 suppressor 1(I) | chr1:24052787-24053712 REVERSE LENGTH=74;AT1G64750.1 | Symbols: ATDSS1(I), DSS1(I) | deletion of SUV3 suppressor 1(I) | chr1:24052787-24053712 REVERSE LENGTH=74;AT1G64750.3 | Sy"	Color [DarkGray]	1	4					Sem1(DSS1)-1	PIP_RP	Assembly	3	3	3	45.9	45.9	45.9	8.8593	0	9.7945	123420000	80	19.17628	19.24925	19.46006	19.38033	19.26384	20.02527	20.61306	20.4258	22.80274	22.83329	21.00347	22.74741	22.778	21.56543	22.88705	20.87995	22.73206	21.63169	22.83043	21.56477	21.60641	19.23916	22.2899	21.63134
	0.484200224	0.183826447	AT1G64880.1	AT1G64880.1	AT1G64880.1 | Symbols:  | Ribosomal protein S5 family protein | chr1:24105713-24108780 FORWARD LENGTH=515	Color [DarkGray]	1	4								5	5	5	11.7	11.7	11.7	60.235	0	16.606	428270000	37	22.93781	23.17767	23.08745	20.2619	21.80343	22.21529	24.74185	24.15071	24.65088	24.19157	22.23324	19.31636	23.5132	22.9952	23.246	21.78949	18.97969	20.08431	23.1447	23.39117	23.68188	22.64238	22.15471	21.91435
	0.733489595	0.573083878	AT1G65930.1;AT1G54340.1;AT5G14590.1	AT1G65930.1	AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410	Color [DarkGray]	1	4								17	17	17	49.8	49.8	49.8	45.746	0	105.3	1660800000	144	23.86817	25.00097	24.25599	24.23287	24.16348	24.19041	23.8191	26.25796	26.41725	25.78463	24.45219	24.49704	25.14487	24.69447	25.00505	26.15849	23.73938	24.25987	26.00816	24.67879	24.40282	24.88102	23.56547	23.82914
	0.437982115	-0.472058614	AT1G65960.2;AT1G65960.1	AT1G65960.2	AT1G65960.2 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24552094-24557253 FORWARD LENGTH=494	Color [DarkGray]	1	4								3	3	3	8.7	8.7	8.7	56.14	0	6.524	36827000	5	20.32235	20.065	20.18457	19.06171	18.81236	19.57722	19.53377	20.1086	18.13519	20.35697	19.24264	20.92056	20.4916	18.91264	19.7515	20.69621	19.9124	19.32874	20.88069	20.02921	19.99709	20.52859	20.08747	19.86954
	0.144647783	-0.474131902	AT1G65980.2;AT1G65980.1	AT1G65980.2;AT1G65980.1	AT1G65980.2 | Symbols: TPX1 | thioredoxin-dependent peroxidase 1 | chr1:24559595-24560753 REVERSE LENGTH=121;AT1G65980.1 | Symbols: TPX1 | thioredoxin-dependent peroxidase 1 | chr1:24559524-24560753 REVERSE LENGTH=162	Color [DarkGray]	1	4								4	4	4	42.1	42.1	42.1	13.046	0	103.23	96652000	16	22.40036	20.26484	23.63295	19.4316	19.93217	19.33668	22.08333	20.7018	23.52205	19.77803	18.91458	20.08875	22.30282	20.19284	22.3801	18.4898	19.74965	18.99147	21.85734	18.15859	21.79543	20.74419	20.34618	22.28278
	0.494230458	0.246396383	AT1G66240.1;AT1G66240.2	AT1G66240.1;AT1G66240.2	"AT1G66240.1 | Symbols: ATX1, ATATX1 | homolog of anti-oxidant 1 | chr1:24686445-24687327 REVERSE LENGTH=106;AT1G66240.2 | Symbols: ATX1, ATATX1 | homolog of anti-oxidant 1 | chr1:24686445-24686832 REVERSE LENGTH=66"	Color [DarkGray]	1	4								4	4	4	52.8	52.8	52.8	11.43	0	11.912	475490000	24	22.88961	22.91048	23.15316	22.32886	22.46282	22.25598	23.42238	24.77304	24.65806	23.98888	23.4538	23.74725	23.63001	23.06044	23.00198	24.22661	20.01065	19.81903	23.69487	18.4973	23.34763	23.99239	19.83996	22.7684
	1.113686596	0.436325709	AT1G66270.2;AT1G66270.1	AT1G66270.2;AT1G66270.1	AT1G66270.2 | Symbols: BGLU21 | Glycosyl hydrolase superfamily protein | chr1:24700110-24702995 REVERSE LENGTH=522;AT1G66270.1 | Symbols: BGLU21 | Glycosyl hydrolase superfamily protein | chr1:24700110-24702995 REVERSE LENGTH=524	Color [DarkGray]	1	4								9	5	3	23	16.1	11.9	59.493	0	15.335	190820000	27	22.33355	22.44546	22.34887	21.98595	22.46509	22.75078	22.00748	23.77982	24.30159	21.11565	19.75917	21.89807	23.00242	22.98375	22.45069	19.4104	19.49994	22.95925	22.30363	22.35789	22.91532	22.84896	18.19277	17.74555
	0.198264675	0.179897944	AT1G66280.1	AT1G66280.1	AT1G66280.1 | Symbols: BGLU22 | Glycosyl hydrolase superfamily protein | chr1:24706759-24709737 REVERSE LENGTH=524	Color [DarkGray]	1	4								8	3	3	22.7	13.5	13.5	59.78	0	10.881	286120000	44	22.91655	23.38928	22.70605	21.95531	22.54341	22.53792	23.6826	23.85038	23.63612	18.85358	20.05351	23.42969	23.5365	23.39468	22.6204	19.81422	17.83809	19.32782	23.1998	22.51933	23.25997	18.34803	18.73618	22.83239
	0.201237155	0.274622599	AT1G66580.1	AT1G66580.1	"AT1G66580.1 | Symbols: SAG24, RPL10C | senescence associated gene 24 | chr1:24839208-24840439 FORWARD LENGTH=221"	Color [DarkGray]	1	4								10	2	1	47.1	14.5	10.4	24.929	0	13.789	296970000	28	23.22528	23.12449	21.98888	19.54284	19.24941	21.26545	24.3132	23.69597	24.69802	19.79741	19.37179	19.92598	23.50581	23.28173	22.37499	18.94055	18.38634	19.32794	23.71215	23.1977	23.51454	19.25785	19.52279	22.43703
	0.582151731	0.286854426	AT1G67090.1;AT1G67090.2	AT1G67090.1	AT1G67090.1 | Symbols: RBCS1A | ribulose bisphosphate carboxylase small chain 1A | chr1:25048465-25049249 REVERSE LENGTH=180	Color [DarkGray]	1	4								17	10	10	64.4	42.2	42.2	20.216	0	271.14	8173400000	467	27.12042	27.47251	27.72494	26.44598	26.14399	26.93661	26.93364	28.3583	27.74437	27.606	25.48653	25.70443	27.76587	27.47945	27.93311	27.82802	26.38899	26.79505	28.16512	27.45197	27.39816	26.75059	26.33821	26.33988
	0.195539297	-0.141049703	AT1G67250.1	AT1G67250.1	AT1G67250.1 | Symbols:  | Proteasome maturation factor UMP1 | chr1:25163808-25164967 REVERSE LENGTH=141	Color [DarkGray]	1	4					Ump1a	PIP_CP	Assembly	8	8	8	59.6	59.6	59.6	15.736	0	90.566	2487900000	80	20.23347	19.36057	19.84905	19.10069	18.93854	19.65381	27.9684	28.06184	27.47527	27.65291	27.39407	26.84209	19.7562	19.81552	19.44823	20.51186	19.17994	18.99272	18.4967	20.45001	20.37591	19.65693	19.04667	20.84358
	0.825717319	1.30379041	AT1G67700.3;AT1G67700.1;AT1G67700.2	AT1G67700.3;AT1G67700.1;AT1G67700.2	AT1G67700.3 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages. | chr1:25374295-25375716 FORWARD LENGTH=229;AT1G67700.1 | S	Color [DarkGray]	1	4								3	3	3	23.1	23.1	23.1	25.911	0	21.373	114810000	16	19.85161	21.84054	22.15876	19.59348	22.95459	20.96037	18.80392	21.10574	18.52132	20.21141	21.16742	19.36139	22.73859	22.35103	22.67266	19.74271	18.69959	19.85574	22.53874	22.45484	22.54409	18.7935	17.9965	18.74183
	0.0325944	0.060918172	AT1G68560.1;AT3G45940.1	AT1G68560.1;AT3G45940.1	"AT1G68560.1 | Symbols: ATXYL1, XYL1, TRG1 | alpha-xylosidase 1 | chr1:25734435-25737897 REVERSE LENGTH=915;AT3G45940.1 | Symbols:  | Glycosyl hydrolases family 31  protein | chr3:16886226-16889171 REVERSE LENGTH=868"	Color [DarkGray]	1	4								2	2	2	2.8	2.8	2.8	102.4	0	11.591	8552300	5	20.2616	20.77452	20.69549	19.48963	19.00374	19.43357	20.61417	20.49995	20.74744	19.31571	19.65766	20.66584	20.88615	19.4793	21.54891	19.9402	17.64008	20.15651	18.89212	19.51314	19.80779	20.3464	20.71324	19.0457
	0.267704875	0.389020284	AT1G68590.2;AT1G68590.1	AT1G68590.2;AT1G68590.1	AT1G68590.2 | Symbols:  | Ribosomal protein PSRP-3/Ycf65 | chr1:25757593-25758169 REVERSE LENGTH=163;AT1G68590.1 | Symbols:  | Ribosomal protein PSRP-3/Ycf65 | chr1:25757593-25758169 REVERSE LENGTH=166	Color [DarkGray]	1	4								1	1	1	16	16	16	18.146	0	5.1604	36371000	5	19.69373	19.76123	18.97327	19.12942	19.8851	19.84544	20.70543	23.31056	19.6794	20.92665	20.49655	18.45988	18.8925	20.6874	20.01539	20.16234	20.38098	19.45991	18.75982	21.70202	19.57014	19.58626	20.88027	18.41156
	0.638965999	-0.521249771	AT1G69510.3;AT1G69510.2;AT1G69510.1	AT1G69510.3;AT1G69510.2;AT1G69510.1	AT1G69510.3 | Symbols:  | cAMP-regulated phosphoprotein 19-related protein | chr1:26126779-26127725 FORWARD LENGTH=137;AT1G69510.2 | Symbols:  | cAMP-regulated phosphoprotein 19-related protein | chr1:26126779-26127725 FORWARD LENGTH=137;AT1G69510.1 | Symb	Color [DarkGray]	1	4								2	2	2	16.1	16.1	16.1	15.096	0	4.171	203000000	16	23.31875	22.05935	22.53035	22.44881	21.79715	22.21519	22.04615	23.06503	23.31325	20.1381	22.33627	22.73077	22.15424	22.07867	22.11179	20.71585	21.21514	21.29472	22.67155	22.27129	22.02085	21.69625	19.64811	21.88002
