LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
24.8072	26.2899	23.324	22.853	25.271	26.1907	32.4915	32.8184	31.6868	29.1008	29.1583	28.916	27.9408	27.8888	27.8481	26.9676	28.2083	29.2768	27.2591	27.79	27.0146	26.9593	29.1504	28.226				PAE1	CP	Alpha	28	28	4	86.1	86.1	23.2	25.947	0	323.31	52395000000	532	AT1G53850.2;AT1G53850.1	AT1G53850.2;AT1G53850.1	"AT1G53850.2 | Symbols: PAE1 | 20S proteasome alpha subunit E1 | chr1:20104131-20105792 REVERSE LENGTH=237;AT1G53850.1 | Symbols: PAE1, ATPAE1 | 20S proteasome alpha subunit E1 | chr1:20104131-20105792 REVERSE LENGTH=237"
21.2601	21.0558	21.8993	21.8503	25.2072	24.5737	23.2766	24.5557	22.0678	24.0456	24.1432	23.3034	22.2338	21.9069	22.1298	22.1182	23.06	22.5136	22.2407	21.5113	23.4581	24.3246	23.4928	23.3839							12	12	11	48.7	48.7	44.6	43.143	0	47.846	477350000	51	AT1G54010.1	AT1G54010.1	AT1G54010.1 | Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:20158854-20160747 REVERSE LENGTH=386
22.2211	21.7567	23.6775	NaN	20.979	NaN	22.6945	22.4715	23.215	NaN	NaN	NaN	22.3844	23.304	22.9876	NaN	NaN	NaN	22.2147	22.2936	23.2833	NaN	NaN	NaN							15	2	2	43.9	6.6	6.6	46.762	0	5.5921	160950000	8	AT1G54270.1;AT1G54270.2	AT1G54270.1;AT1G54270.2	AT1G54270.1 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=412;AT1G54270.2 | Symbols: EIF4A-2 | eif4a-2 | chr1:20260495-20262018 FORWARD LENGTH=407
21.9761	NaN	20.8323	21.1005	22.8955	23.0321	NaN	NaN	NaN	23.5702	NaN	23.3461	NaN	NaN	NaN	23.4942	22.1965	23.7628	NaN	NaN	NaN	23.5557	NaN	23.3078							3	3	3	16.8	16.8	16.8	25.528	0	7.916	174500000	17	AT1G55310.2;AT1G55310.1;AT1G55310.3;AT3G13570.1	AT1G55310.2;AT1G55310.1;AT1G55310.3	"AT1G55310.2 | Symbols: SR33, ATSCL33, SCL33, At-SCL33 | SC35-like splicing factor 33 | chr1:20630676-20632567 FORWARD LENGTH=220;AT1G55310.1 | Symbols: SR33, ATSCL33, SCL33, At-SCL33 | SC35-like splicing factor 33 | chr1:20630676-20632695 FORWARD LENGTH=28"
23.1657	23.9647	24.4165	21.7683	23.4671	23.7067	24.3001	25.7702	24.5525	25.5204	23.8239	23.9076	25.5042	25.3236	25.3202	23.2514	23.5882	22.9663	25.4436	25.0656	25.0723	23.5923	23.8209	24.8464							38	38	12	67.2	67.2	25.8	63.808	0	323.31	1196300000	110	AT1G55490.2;AT1G55490.1;AT5G56500.2;AT5G56500.1;AT1G26230.2;AT1G26230.1	AT1G55490.2;AT1G55490.1	"AT1G55490.2 | Symbols: CPN60B, LEN1 | chaperonin 60 beta | chr1:20715717-20718673 REVERSE LENGTH=600;AT1G55490.1 | Symbols: CPN60B, LEN1 | chaperonin 60 beta | chr1:20715717-20718673 REVERSE LENGTH=600"
NaN	NaN	NaN	NaN	NaN	NaN	20.65	20.9539	23.1411	NaN	NaN	NaN	19.9184	NaN	19.7592	NaN	NaN	NaN	19.8523	NaN	NaN	NaN	NaN	NaN							2	2	2	0.9	0.9	0.9	403.61	0	3.9507	19723000	2	AT1G70320.1;AT1G55860.2;AT1G55860.1	AT1G70320.1;AT1G55860.2;AT1G55860.1	AT1G70320.1 | Symbols: UPL2 | ubiquitin-protein ligase 2 | chr1:26488745-26501281 REVERSE LENGTH=3658;AT1G55860.2 | Symbols: UPL1 | ubiquitin-protein ligase 1 | chr1:20879900-20892910 REVERSE LENGTH=3681;AT1G55860.1 | Symbols: UPL1 | ubiquitin-protein liga
27.264	26.8861	27.1256	23.5749	25.8695	25.4572	28.0176	28.5286	28.7406	27.8756	26.9706	26.6611	27.3724	27.1738	27.4709	26.7024	25.8135	25.6375	27.7718	27.0203	27.3862	26.334	25.9888	26.5364							41	41	41	59.3	59.3	59.3	93.89	0	323.31	7373700000	676	AT1G56070.1;AT3G12915.1;AT3G12915.2	AT1G56070.1	AT1G56070.1 | Symbols: LOS1 | Ribosomal protein S5/Elongation factor G/III/V family protein | chr1:20968245-20971077 REVERSE LENGTH=843
25.8628	25.4527	24.8047	25.0363	24.4556	25.8426	35.3498	35.1876	34.9109	32.9738	32.2819	32.1034	30.8987	30.6777	31.2048	31.542	31.7366	32.2207	30.2307	29.7293	30.5776	31.8341	32.2607	31.3933				PBG1	CP	Beta	30	30	30	89.4	89.4	89.4	27.651	0	323.31	3.43E+11	2658	AT1G56450.1	AT1G56450.1	AT1G56450.1 | Symbols: PBG1 | 20S proteasome beta subunit G1 | chr1:21141970-21144186 FORWARD LENGTH=246
22.6451	22.6842	23.5425	NaN	NaN	21.7064	21.9015	NaN	NaN	NaN	NaN	NaN	22.1911	NaN	22.9374	NaN	NaN	NaN	22.1862	NaN	22.3375	NaN	NaN	NaN							7	7	7	17.4	17.4	17.4	70.436	0	18.096	95448000	15	AT1G56560.1	AT1G56560.1	AT1G56560.1 | Symbols:  | Plant neutral invertase family protein | chr1:21192593-21194948 FORWARD LENGTH=616
24.4038	24.4258	24.4231	23.3291	23.3926	24.4038	25.2501	26.1304	25.8614	25.7574	25.4397	24.794	24.9255	24.6755	24.4205	24.5354	22.9771	25.0097	24.7509	24.406	24.3334	24.7889	NaN	24.2051							19	19	10	48.7	48.7	26.6	46.4	0	127.5	1374100000	123	AT1G57720.2;AT1G57720.1	AT1G57720.2;AT1G57720.1	"AT1G57720.2 | Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:21377873-21380114 FORWARD LENGTH=413;AT1G57720.1 | Symbols:  | Translation elongation factor EF1B, gamma chain | chr1:21377873-21380114 FORWARD LENGTH=413"
24.6624	25.0804	24.7664	21.8017	21.8316	23.5686	25.4366	26.2253	25.8939	23.7506	NaN	23.7984	25.4372	25.2233	24.7949	23.585	NaN	23.6056	25.4144	24.9941	25.0089	23.3464	NaN	23.7085							15	4	4	46.5	10.9	10.9	30.771	0	144.46	1190600000	89	AT1G59359.1;AT1G58983.1;AT1G58684.1;AT1G58380.1	AT1G59359.1;AT1G58983.1;AT1G58684.1;AT1G58380.1	AT1G59359.1 | Symbols:  | Ribosomal protein S5 family protein | chr1:21842537-21843733 REVERSE LENGTH=284;AT1G58983.1 | Symbols:  | Ribosomal protein S5 family protein | chr1:21806279-21807475 REVERSE LENGTH=284;AT1G58684.1 | Symbols:  | Ribosomal protein
20.0273	20.4828	19.6911	NaN	NaN	NaN	NaN	21.1332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.9222	NaN	NaN	NaN	NaN	NaN							3	2	2	12.9	10.3	10.3	43.059	0	7.1575	13836000	4	AT1G59900.1	AT1G59900.1	"AT1G59900.1 | Symbols: AT-E1 ALPHA, E1 ALPHA | pyruvate dehydrogenase complex E1 alpha subunit | chr1:22051368-22053660 FORWARD LENGTH=389"
22.3625	22.5679	NaN	NaN	22.0143	NaN	22.8666	23.2179	22.8576	NaN	22.8473	22.2816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							3	3	3	7.5	7.5	7.5	59.132	0	6.9465	87567000	12	AT1G60095.1	AT1G60095.1	AT1G60095.1 | Symbols:  | Mannose-binding lectin superfamily protein | chr1:22160099-22162265 FORWARD LENGTH=531
NaN	NaN	20.2274	NaN	NaN	NaN	NaN	NaN	21.8328	NaN	NaN	NaN	NaN	NaN	21.6375	NaN	NaN	21.2987	NaN	NaN	NaN	21.3159	NaN	21.0381							2	2	2	29.9	29.9	29.9	9.4116	0	8.67	21963000	7	AT1G61570.1	AT1G61570.1	AT1G61570.1 | Symbols: TIM13 | translocase of the inner mitochondrial membrane 13 | chr1:22718897-22719473 REVERSE LENGTH=87
21.7882	21.4582	20.3485	NaN	20.9139	NaN	22.1426	21.2438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.1674	22.1696	NaN	NaN	NaN	NaN							2	2	2	1.9	1.9	1.9	145.22	0	5.9201	37556000	8	AT1G61850.2;AT1G61850.1	AT1G61850.2;AT1G61850.1	AT1G61850.2 | Symbols:  | phospholipases;galactolipases | chr1:22856317-22862225 FORWARD LENGTH=1309;AT1G61850.1 | Symbols:  | phospholipases;galactolipases | chr1:22856317-22862225 FORWARD LENGTH=1311
21.4701	21.5689	22.0382	NaN	NaN	NaN	22.2487	22.4185	22.5447	NaN	NaN	NaN	22.7528	22.3057	NaN	NaN	NaN	NaN	22.07	NaN	22.223	NaN	NaN	NaN							15	5	5	17.5	6.8	6.8	136.56	0	14.268	81677000	16	AT1G62020.1	AT1G62020.1	"AT1G62020.1 | Symbols:  | Coatomer, alpha subunit | chr1:22919814-22923728 FORWARD LENGTH=1216"
20.7824	21.9711	22.0291	NaN	NaN	21.5283	NaN	23.3323	22.0963	22.602	22.596	22.7091	22.2532	NaN	21.8022	22.8764	22.2074	21.4399	22.7503	21.2755	21.6555	22.2509	NaN	21.9096							5	5	5	20.6	20.6	20.6	36.183	0	23.093	158850000	18	AT1G62380.1	AT1G62380.1	"AT1G62380.1 | Symbols: ACO2, ATACO2 | ACC oxidase 2 | chr1:23082340-23084068 FORWARD LENGTH=320"
23.4098	22.9861	23.029	22.0111	22.6378	21.8316	NaN	21.8954	21.6198	NaN	NaN	NaN	23.8527	22.8123	22.3067	22.7796	NaN	NaN	23.1888	NaN	NaN	NaN	NaN	NaN							6	6	6	12.3	12.3	12.3	72.227	0	18.858	157370000	12	AT1G62660.1;AT1G12240.1	AT1G62660.1	AT1G62660.1 | Symbols:  | Glycosyl hydrolases family 32 protein | chr1:23199949-23203515 FORWARD LENGTH=648
NaN	20.2382	21.1629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.7129	NaN	NaN	NaN	NaN	21.7603	NaN	NaN	NaN	NaN	NaN							1	1	1	2.6	2.6	2.6	86.057	0	3.4353	7996200	3	AT1G62750.1	AT1G62750.1	"AT1G62750.1 | Symbols: ATSCO1, ATSCO1/CPEF-G, SCO1 | Translation elongation factor EFG/EF2 protein | chr1:23233622-23236321 REVERSE LENGTH=783"
21.3065	21.8807	21.585	21.2444	21.3981	20.8591	22.2287	22.4184	21.9706	NaN	NaN	NaN	22.3643	NaN	22.144	NaN	NaN	NaN	21.7569	NaN	22.2531	NaN	NaN	NaN							3	3	3	14.3	14.3	14.3	33.597	0	21.075	80753000	13	AT1G63000.1	AT1G63000.1	"AT1G63000.1 | Symbols: NRS/ER, UER1 | nucleotide-rhamnose synthase/epimerase-reductase | chr1:23342510-23343859 FORWARD LENGTH=301"
22.7799	23.9679	23.1695	24.1233	23.5325	23.1654	NaN	25.6737	NaN	24.1638	24.1226	NaN	23.8625	23.6416	23.6819	24.6725	23.7579	24.3666	24.7964	NaN	23.4439	23.3286	NaN	23.2194							12	12	12	37.6	37.6	37.6	52.115	0	51.125	585650000	69	AT1G63940.4;AT1G63940.1;AT1G63940.2;AT1G63940.3	AT1G63940.4;AT1G63940.1;AT1G63940.2;AT1G63940.3	AT1G63940.4 | Symbols: MDAR6 | monodehydroascorbate reductase 6 | chr1:23730206-23733534 FORWARD LENGTH=482;AT1G63940.1 | Symbols: MDAR6 | monodehydroascorbate reductase 6 | chr1:23730206-23733534 FORWARD LENGTH=486;AT1G63940.2 | Symbols: MDAR6 | monodehyd
20.7533	20.6807	NaN	20.7013	19.7925	20.2402	NaN	22.4081	21.1514	21.2834	21.4387	21.1471	NaN	20.9794	20.5104	21.2599	NaN	NaN	21.0021	NaN	20.5927	NaN	NaN	NaN							11	2	1	33.1	5.5	1.4	53.377	0	4.508	47051000	1	AT1G64190.1	AT1G64190.1	AT1G64190.1 | Symbols:  | 6-phosphogluconate dehydrogenase family protein | chr1:23825549-23827012 REVERSE LENGTH=487
22.1641	22.4323	21.7318	NaN	21.0311	21.0789	24.4812	24.8249	22.6651	NaN	NaN	NaN	23.2854	23.4124	22.4959	NaN	NaN	NaN	23.1415	23.4606	23.2129	NaN	NaN	21.9164							2	2	2	13	13	13	22.761	0	3.6455	245830000	17	AT1G64510.1	AT1G64510.1	AT1G64510.1 | Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr1:23954993-23956205 REVERSE LENGTH=207
26.5785	26.4989	26.1162	24.3704	25.3961	25.9357	31.6526	31.0003	32.3184	32.0798	31.0483	31.3867	33.8051	33.586	33.2795	32.3675	32.9674	33.2324	33.0387	32.5408	32.7318	32.5315	33.1913	32.2736				RPN12a	RP	RPN	34	34	32	95.9	95.9	95.9	30.706	0	323.31	2.57E+11	2894	AT1G64520.1	AT1G64520.1	AT1G64520.1 | Symbols: RPN12a | regulatory particle non-ATPase 12A | chr1:23956459-23958120 FORWARD LENGTH=267
21.0839	21.5953	20.8939	22.0555	NaN	21.1583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.6962	NaN	NaN	21.0209	NaN	NaN							3	3	3	7.1	7.1	7.1	79.643	0	8.106	28231000	9	AT1G64550.1	AT1G64550.1	"AT1G64550.1 | Symbols: ATGCN3, GCN3 | general control non-repressible 3 | chr1:23968850-23973369 FORWARD LENGTH=715"
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.8027	22.8333	21.0035	22.7474	22.778	21.5654	22.887	20.8799	22.7321	21.6317	22.8304	21.5648	21.6064	NaN	22.2899	21.6313				Sem1(DSS1)-1	RP	RPN	3	3	3	45.9	45.9	45.9	8.8593	0	9.7945	123420000	80	AT1G64750.2;AT1G64750.1;AT1G64750.3	AT1G64750.2;AT1G64750.1;AT1G64750.3	"AT1G64750.2 | Symbols: ATDSS1(I), DSS1(I) | deletion of SUV3 suppressor 1(I) | chr1:24052787-24053712 REVERSE LENGTH=74;AT1G64750.1 | Symbols: ATDSS1(I), DSS1(I) | deletion of SUV3 suppressor 1(I) | chr1:24052787-24053712 REVERSE LENGTH=74;AT1G64750.3 | Sy"
22.9378	23.1777	23.0874	20.2619	21.8034	22.2153	24.7419	24.1507	24.6509	24.1916	22.2332	NaN	23.5132	22.9952	23.246	21.7895	NaN	NaN	23.1447	23.3912	23.6819	22.6424	22.1547	21.9144							5	5	5	11.7	11.7	11.7	60.235	0	16.606	428270000	37	AT1G64880.1	AT1G64880.1	AT1G64880.1 | Symbols:  | Ribosomal protein S5 family protein | chr1:24105713-24108780 FORWARD LENGTH=515
23.8682	25.001	24.256	24.2329	24.1635	24.1904	23.8191	26.258	26.4173	25.7846	24.4522	24.497	25.1449	24.6945	25.005	26.1585	23.7394	24.2599	26.0082	24.6788	24.4028	24.881	23.5655	23.8291							17	17	17	49.8	49.8	49.8	45.746	0	105.3	1660800000	144	AT1G65930.1;AT1G54340.1;AT5G14590.1	AT1G65930.1	AT1G65930.1 | Symbols: cICDH | cytosolic NADP+-dependent isocitrate dehydrogenase | chr1:24539088-24541861 FORWARD LENGTH=410
20.3223	20.065	20.1846	NaN	NaN	19.5772	NaN	NaN	NaN	NaN	NaN	20.9206	20.4916	NaN	NaN	NaN	NaN	NaN	20.8807	NaN	NaN	NaN	NaN	19.8695							3	3	3	8.7	8.7	8.7	56.14	0	6.524	36827000	5	AT1G65960.2;AT1G65960.1	AT1G65960.2	AT1G65960.2 | Symbols: GAD2 | glutamate decarboxylase 2 | chr1:24552094-24557253 FORWARD LENGTH=494
22.4004	NaN	23.633	NaN	NaN	NaN	22.0833	NaN	23.522	NaN	NaN	NaN	22.3028	NaN	22.3801	NaN	NaN	NaN	21.8573	NaN	21.7954	20.7442	NaN	22.2828							4	4	4	42.1	42.1	42.1	13.046	0	103.23	96652000	16	AT1G65980.2;AT1G65980.1	AT1G65980.2;AT1G65980.1	AT1G65980.2 | Symbols: TPX1 | thioredoxin-dependent peroxidase 1 | chr1:24559595-24560753 REVERSE LENGTH=121;AT1G65980.1 | Symbols: TPX1 | thioredoxin-dependent peroxidase 1 | chr1:24559524-24560753 REVERSE LENGTH=162
22.8896	22.9105	23.1532	22.3289	22.4628	22.256	23.4224	24.773	24.6581	23.9889	23.4538	23.7472	23.63	23.0604	23.002	24.2266	NaN	NaN	23.6949	NaN	23.3476	23.9924	NaN	22.7684							4	4	4	52.8	52.8	52.8	11.43	0	11.912	475490000	24	AT1G66240.1;AT1G66240.2	AT1G66240.1;AT1G66240.2	"AT1G66240.1 | Symbols: ATX1, ATATX1 | homolog of anti-oxidant 1 | chr1:24686445-24687327 REVERSE LENGTH=106;AT1G66240.2 | Symbols: ATX1, ATATX1 | homolog of anti-oxidant 1 | chr1:24686445-24686832 REVERSE LENGTH=66"
22.3335	22.4455	22.3489	21.986	22.4651	22.7508	22.0075	23.7798	24.3016	NaN	NaN	21.8981	23.0024	22.9837	22.4507	NaN	NaN	22.9593	22.3036	22.3579	22.9153	22.849	NaN	NaN							9	5	3	23	16.1	11.9	59.493	0	15.335	190820000	27	AT1G66270.2;AT1G66270.1	AT1G66270.2;AT1G66270.1	AT1G66270.2 | Symbols: BGLU21 | Glycosyl hydrolase superfamily protein | chr1:24700110-24702995 REVERSE LENGTH=522;AT1G66270.1 | Symbols: BGLU21 | Glycosyl hydrolase superfamily protein | chr1:24700110-24702995 REVERSE LENGTH=524
22.9165	23.3893	22.7061	21.9553	22.5434	22.5379	23.6826	23.8504	23.6361	NaN	NaN	23.4297	23.5365	23.3947	22.6204	NaN	NaN	NaN	23.1998	22.5193	23.26	NaN	NaN	22.8324							8	3	3	22.7	13.5	13.5	59.78	0	10.881	286120000	44	AT1G66280.1	AT1G66280.1	AT1G66280.1 | Symbols: BGLU22 | Glycosyl hydrolase superfamily protein | chr1:24706759-24709737 REVERSE LENGTH=524
23.2253	23.1245	21.9889	NaN	NaN	21.2654	24.3132	23.696	24.698	NaN	NaN	NaN	23.5058	23.2817	22.375	NaN	NaN	NaN	23.7122	23.1977	23.5145	NaN	NaN	22.437							10	2	1	47.1	14.5	10.4	24.929	0	13.789	296970000	28	AT1G66580.1	AT1G66580.1	"AT1G66580.1 | Symbols: SAG24, RPL10C | senescence associated gene 24 | chr1:24839208-24840439 FORWARD LENGTH=221"
27.1204	27.4725	27.7249	26.446	26.144	26.9366	26.9336	28.3583	27.7444	27.606	25.4865	25.7044	27.7659	27.4795	27.9331	27.828	26.389	26.795	28.1651	27.452	27.3982	26.7506	26.3382	26.3399							17	10	10	64.4	42.2	42.2	20.216	0	271.14	8173400000	467	AT1G67090.1;AT1G67090.2	AT1G67090.1	AT1G67090.1 | Symbols: RBCS1A | ribulose bisphosphate carboxylase small chain 1A | chr1:25048465-25049249 REVERSE LENGTH=180
NaN	NaN	NaN	NaN	NaN	NaN	27.9684	28.0618	27.4753	27.6529	27.3941	26.8421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				Ump1a	PIP_CP	Assembly	8	8	8	59.6	59.6	59.6	15.736	0	90.566	2487900000	80	AT1G67250.1	AT1G67250.1	AT1G67250.1 | Symbols:  | Proteasome maturation factor UMP1 | chr1:25163808-25164967 REVERSE LENGTH=141
NaN	21.8405	22.1588	NaN	22.9546	20.9604	NaN	NaN	NaN	NaN	NaN	NaN	22.7386	22.351	22.6727	NaN	NaN	NaN	22.5387	22.4548	22.5441	NaN	NaN	NaN							3	3	3	23.1	23.1	23.1	25.911	0	21.373	114810000	16	AT1G67700.3;AT1G67700.1;AT1G67700.2	AT1G67700.3;AT1G67700.1;AT1G67700.2	AT1G67700.3 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages. | chr1:25374295-25375716 FORWARD LENGTH=229;AT1G67700.1 | S
NaN	20.7745	20.6955	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.5489	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							2	2	2	2.8	2.8	2.8	102.4	0	11.591	8552300	5	AT1G68560.1;AT3G45940.1	AT1G68560.1;AT3G45940.1	"AT1G68560.1 | Symbols: ATXYL1, XYL1, TRG1 | alpha-xylosidase 1 | chr1:25734435-25737897 REVERSE LENGTH=915;AT3G45940.1 | Symbols:  | Glycosyl hydrolases family 31  protein | chr3:16886226-16889171 REVERSE LENGTH=868"
NaN	NaN	NaN	NaN	NaN	NaN	20.7054	23.3106	NaN	NaN	NaN	NaN	NaN	20.6874	NaN	NaN	NaN	NaN	NaN	21.702	NaN	NaN	NaN	NaN							1	1	1	16	16	16	18.146	0	5.1604	36371000	5	AT1G68590.2;AT1G68590.1	AT1G68590.2;AT1G68590.1	AT1G68590.2 | Symbols:  | Ribosomal protein PSRP-3/Ycf65 | chr1:25757593-25758169 REVERSE LENGTH=163;AT1G68590.1 | Symbols:  | Ribosomal protein PSRP-3/Ycf65 | chr1:25757593-25758169 REVERSE LENGTH=166
23.3187	22.0593	22.5303	22.4488	21.7972	22.2152	22.0462	23.065	23.3133	NaN	22.3363	22.7308	22.1542	22.0787	22.1118	NaN	21.2151	NaN	22.6715	22.2713	22.0209	21.6963	NaN	21.88							2	2	2	16.1	16.1	16.1	15.096	0	4.171	203000000	16	AT1G69510.3;AT1G69510.2;AT1G69510.1	AT1G69510.3;AT1G69510.2;AT1G69510.1	AT1G69510.3 | Symbols:  | cAMP-regulated phosphoprotein 19-related protein | chr1:26126779-26127725 FORWARD LENGTH=137;AT1G69510.2 | Symbols:  | cAMP-regulated phosphoprotein 19-related protein | chr1:26126779-26127725 FORWARD LENGTH=137;AT1G69510.1 | Symb
NaN	20.1222	NaN	19.9373	19.904	20.2783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							1	1	1	12.4	12.4	12.4	26.517	0	7.0006	5698100	4	AT1G69530.2;AT1G69530.1	AT1G69530.2;AT1G69530.1	"AT1G69530.2 | Symbols: ATEXPA1, EXP1, AT-EXP1, ATEXP1, ATHEXP ALPHA 1.2, EXPA1 | expansin A1 | chr1:26142034-26143051 FORWARD LENGTH=250;AT1G69530.1 | Symbols: ATEXPA1, EXP1, AT-EXP1, ATEXP1, ATHEXP ALPHA 1.2, EXPA1 | expansin A1 | chr1:26142034-26143051 F"
22.6816	21.9741	19.9239	NaN	19.994	21.9071	22.7413	22.9608	22.6381	21.5404	NaN	21.4263	22.6772	22.603	21.3717	21.6149	20.2176	22.3861	22.189	22.7605	21.4921	22.9594	20.1605	22.8566							6	6	1	31.9	31.9	10.1	13.65	0	29.046	108450000	19	AT1G69620.1	AT1G69620.1	AT1G69620.1 | Symbols: RPL34 | ribosomal protein L34 | chr1:26189900-26191081 FORWARD LENGTH=119
NaN	21.1667	21.0153	NaN	NaN	NaN	NaN	21.2195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.7084	NaN	NaN	NaN	NaN	NaN							3	3	3	10.7	10.7	10.7	46.69	0	3.9557	16156000	3	AT1G69740.2;AT1G69740.1	AT1G69740.2;AT1G69740.1	AT1G69740.2 | Symbols: HEMB1 | Aldolase superfamily protein | chr1:26232197-26234713 FORWARD LENGTH=430;AT1G69740.1 | Symbols: HEMB1 | Aldolase superfamily protein | chr1:26232197-26234713 FORWARD LENGTH=430
NaN	22.0112	21.8896	20.8705	22.2112	21.732	NaN	21.7896	NaN	NaN	NaN	NaN	22.0815	22.4108	21.9431	22.5695	NaN	NaN	22.8793	NaN	22.0466	22.425	NaN	22.2949							3	3	3	25.6	25.6	25.6	28.412	0	59.974	99121000	18	AT1G70410.3;AT1G70410.1;AT1G70410.2	AT1G70410.3;AT1G70410.1;AT1G70410.2	"AT1G70410.3 | Symbols: ATBCA4, BCA4 | beta carbonic anhydrase 4 | chr1:26534167-26536505 REVERSE LENGTH=258;AT1G70410.1 | Symbols: ATBCA4, BCA4, CA4 | beta carbonic anhydrase 4 | chr1:26534167-26536505 REVERSE LENGTH=258;AT1G70410.2 | Symbols: ATBCA4, BCA4"
24.2373	24.2179	24.1245	21.8656	21.731	23.544	25.3004	25.4524	25.583	NaN	NaN	23.8107	24.9035	24.8734	24.4499	24.4321	NaN	24.1381	25.3322	24.5591	24.9715	24.4117	NaN	24.3074							6	6	1	52.7	52.7	12.3	16.455	0	64.181	906350000	20	AT1G70600.1	AT1G70600.1	AT1G70600.1 | Symbols:  | Ribosomal protein L18e/L15 superfamily protein | chr1:26621168-26621608 REVERSE LENGTH=146
21.8388	21.4189	20.5035	21.2361	20.5615	20.6232	23.1531	23.6187	22.4027	23.7958	23.6344	23.0697	22.5225	21.7142	NaN	NaN	NaN	NaN	22.4968	NaN	NaN	22.2402	NaN	NaN							3	3	2	12.5	12.5	8.7	32.277	0	11.408	153090000	8	AT1G70830.4;AT1G70830.1;AT1G70830.5;AT1G70830.3;AT1G70830.2	AT1G70830.4;AT1G70830.1	AT1G70830.4 | Symbols: MLP28 | MLP-like protein 28 | chr1:26710203-26711250 REVERSE LENGTH=288;AT1G70830.1 | Symbols: MLP28 | MLP-like protein 28 | chr1:26710203-26711395 REVERSE LENGTH=335
21.449	22.5056	21.6735	21.473	NaN	21.0253	NaN	22.6968	23.1293	NaN	21.7075	NaN	21.8558	NaN	NaN	22.3776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN							3	2	2	17.4	10.4	10.4	35.57	0	7.3388	68440000	8	AT1G70850.3;AT1G70850.1;AT1G70850.2	AT1G70850.3;AT1G70850.1;AT1G70850.2	AT1G70850.3 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316;AT1G70850.1 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715429-26716744 REVERSE LENGTH=316;AT1G70850.2 | Symbols: MLP34 | MLP-like protein 34 | chr1:26715673
