Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Fasta headers	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	ProteasomeAnnotation	SubComplexAnnotation	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS Count	LFQ intensity Col0_Minus_BR1	LFQ intensity Col0_Minus_BR2	LFQ intensity Col0_Minus_BR3	LFQ intensity Col0_Plus_BR1	LFQ intensity Col0_Plus_BR2	LFQ intensity Col0_Plus_BR3	LFQ intensity PAG1_Minus_BR1	LFQ intensity PAG1_Minus_BR2	LFQ intensity PAG1_Minus_BR3	LFQ intensity PAG1_Plus_BR1	LFQ intensity PAG1_Plus_BR2	LFQ intensity PAG1_Plus_BR3	LFQ intensity RPT4a_Minus_BR1	LFQ intensity RPT4a_Minus_BR2	LFQ intensity RPT4a_Minus_BR3	LFQ intensity RPT4a_Plus_BR1	LFQ intensity RPT4a_Plus_BR2	LFQ intensity RPT4a_Plus_BR3	LFQ intensity RPT4b_Minus_BR1	LFQ intensity RPT4b_Minus_BR2	LFQ intensity RPT4b_Minus_BR3	LFQ intensity RPT4b_Plus_BR1	LFQ intensity RPT4b_Plus_BR2	LFQ intensity RPT4b_Plus_BR3
	0.730958477826288	0.659529368082683	AT1G20620.1;AT1G20620.5;AT1G20620.2;AT1G20620.4	AT1G20620.1;AT1G20620.5;AT1G20620.2;AT1G20620.4	AT1G20620.1 | Symbols: CAT3, SEN2, ATCAT3 | catalase 3 | chr1:7143142-7146193 FORWARD LENGTH=492;AT1G20620.5 | Symbols: CAT3, SEN2, ATCAT3 | catalase 3 | chr1:7143142-7146193 FORWARD LENGTH=485;AT1G20620.2 | Symbols: CAT3, SEN2, ATCAT3 | catalase 3 | chr1:	Color [DarkGray]	1	4							21	21	15	49.2	49.2	38.8	56.695	0	257.57	2812900000	285	25.41972	26.11131	25.28451	25.25648	24.95182	24.9493	25.78954	26.88503	26.11955	26.53608	25.45109	25.75106	25.71309	25.6614	25.96236	26.50846	24.94374	25.6826	26.66692	25.31477	25.3704	25.79836	25.09904	25.24503
	0.357869377730826	0.338250478108723	AT1G20696.3;AT1G20696.1;AT1G20693.2;AT1G20693.3;AT1G20693.1;AT1G20696.2	AT1G20696.3;AT1G20696.1;AT1G20693.2;AT1G20693.3;AT1G20693.1;AT1G20696.2	AT1G20696.3 | Symbols: HMGB3, NFD3, NFD03 | high mobility group B3 | chr1:7179825-7181170 FORWARD LENGTH=140;AT1G20696.1 | Symbols: HMGB3, NFD3, NFD03 | high mobility group B3 | chr1:7179825-7181174 FORWARD LENGTH=141;AT1G20693.2 | Symbols: HMGB2, HMG BETA	Color [DarkGray]	1	4							1	1	1	9.3	9.3	9.3	15.645	0	3.4866	267130000	33	23.01152	22.18801	23.16813	23.12174	18.76705	22.60033	22.63358	23.30535	23.44347	23.02992	22.8682	23.68744	23.2464	22.04607	22.69416	23.17771	21.77431	22.19349	22.34611	22.55124	22.17727	21.19906	20.3133	22.02719
+	3.80563624731458	4.38805770874023	AT1G21530.1;AT1G21530.2;AT1G21540.1	AT1G21530.1;AT1G21530.2;AT1G21540.1	AT1G21530.1 | Symbols:  | AMP-dependent synthetase and ligase family protein | chr1:7545151-7546936 REVERSE LENGTH=547;AT1G21530.2 | Symbols:  | AMP-dependent synthetase and ligase family protein | chr1:7545151-7546936 REVERSE LENGTH=549;AT1G21540.1 | Symb	Color [DarkGray]	1	4							2	2	2	5.5	5.5	5.5	60.572	0.0058766	3.0098	147320000	2	20.23123	19.41787	19.27399	19.15802	18.95637	19.86011	23.81781	24.14741	24.12204	21.783	18.07809	21.319	20.24537	19.94681	19.34823	19.63562	21.8271	20.17709	22.14628	18.84534	20.07146	18.83751	19.51846	19.90689
+	3.79512097143934	9.05324045817057	AT1G21720.1	AT1G21720.1	AT1G21720.1 | Symbols: PBC1 | proteasome beta subunit C1 | chr1:7626394-7628070 FORWARD LENGTH=204	Color [DarkGray]	1	4					PBC1	CP	22	22	8	73	73	39.7	22.798	0	323.31	32857000000	434	23.64588	22.97457	21.74822	23.58569	22.64389	24.17707	31.32697	32.51009	31.69134	26.24334	25.30665	26.61823	27.42142	27.09705	27.93717	26.43395	27.11957	27.83248	27.2799	26.51723	27.21228	27.94677	26.79321	27.7298
	0.0247121897601536	0.085664113362629	AT1G21750.2;AT1G21750.1	AT1G21750.2;AT1G21750.1	AT1G21750.2 | Symbols: ATPDIL1-1, PDIL1-1 | PDI-like 1-1 | chr1:7645767-7648695 FORWARD LENGTH=487;AT1G21750.1 | Symbols: ATPDIL1-1, ATPDI5, PDI5, PDIL1-1 | PDI-like 1-1 | chr1:7645767-7648514 FORWARD LENGTH=501	Color [DarkGray]	1	4							2	2	2	8	8	8	54.158	0	10.938	32485000	9	20.10047	21.25182	20.27173	21.299	20.10647	19.87514	19.444	22.83181	19.6052	19.32376	19.34307	18.91296	18.28822	19.76413	18.29819	21.35467	19.09277	19.29133	21.61477	19.11011	18.18165	18.90792	19.46527	19.2888
	1.1097637694759	0.492691040039063	AT1G22300.3;AT1G22300.2;AT1G22300.1	AT1G22300.3;AT1G22300.2;AT1G22300.1	AT1G22300.3 | Symbols: GRF10, GF14 EPSILON | general regulatory factor 10 | chr1:7879601-7881103 REVERSE LENGTH=251;AT1G22300.2 | Symbols: GRF10, GF14 EPSILON | general regulatory factor 10 | chr1:7879244-7881103 REVERSE LENGTH=254;AT1G22300.1 | Symbols: G	Color [DarkGray]	1	4							3	3	3	17.1	17.1	17.1	28.568	0	9.4351	178450000	16	22.6669	22.63375	22.21458	21.99296	21.59623	21.37009	22.80373	23.29215	22.89743	23.82929	19.80903	22.90111	18.6576	22.40779	22.22303	23.29181	20.27355	18.13361	21.99557	22.29852	18.53832	22.2809	20.6247	20.40421
	2.49762148923974	2.01104545593262	AT1G22410.1	AT1G22410.1	AT1G22410.1 | Symbols:  | Class-II DAHP synthetase family protein | chr1:7912120-7914742 FORWARD LENGTH=527	Color [DarkGray]	1	4							11	11	10	29.2	29.2	27.1	58.326	0	156.81	1013900000	77	24.06155	23.20947	23.58349	19.90258	23.42391	23.35003	25.68859	25.25702	25.94203	25.44869	19.76036	18.98471	25.57978	25.17874	24.77555	25.27948	20.2615	19.42767	24.92565	24.73066	24.72098	19.81358	20.61286	25.25472
	0.353567942671946	-0.263803482055664	AT1G22530.1	AT1G22530.1	AT1G22530.1 | Symbols: PATL2 | PATELLIN 2 | chr1:7955773-7958326 REVERSE LENGTH=683	Color [DarkGray]	1	4							26	23	23	41.3	36.2	36.2	76.007	0	110.15	1377100000	212	24.91437	25.14639	25.44337	22.74051	23.91337	25.00328	25.18253	24.36469	25.16549	24.62973	20.82121	24.21838	25.83055	26.02828	25.50083	23.95748	23.43097	24.78257	25.56661	25.32648	25.18647	24.87147	24.64724	24.75808
	1.87294427681136	1.26301002502441	AT4G09800.1;AT1G34030.1;AT1G22780.1	AT4G09800.1;AT1G34030.1;AT1G22780.1	AT4G09800.1 | Symbols: RPS18C | S18 ribosomal protein | chr4:6173818-6174963 FORWARD LENGTH=152;AT1G34030.1 | Symbols:  | Ribosomal protein S13/S18 family | chr1:12370285-12371465 REVERSE LENGTH=152;AT1G22780.1 | Symbols: PFL, RPS18A, PFL1 | Ribosomal prot	Color [DarkGray]	1	4							13	13	13	67.8	67.8	67.8	17.545	0	323.31	7427400000	423	27.18397	27.46691	27.00806	24.88629	24.78511	26.64397	27.98697	28.90348	28.55751	26.6855	25.45019	26.38232	27.61359	27.74257	27.45787	25.76403	24.59581	26.74582	27.84386	27.31984	27.62525	26.35835	24.74399	26.44414
	0.202231810640368	0.970426559448242	AT1G23190.1;AT1G70730.1;AT1G70730.2;AT1G70730.3	AT1G23190.1	AT1G23190.1 | Symbols: PGM3 | Phosphoglucomutase/phosphomannomutase family protein | chr1:8219946-8224186 FORWARD LENGTH=583	Color [DarkGray]	1	4							3	3	3	9.6	9.6	9.6	63.17	0	10.563	73586000	7	19.59707	21.54858	21.39389	20.54708	19.35839	20.72509	18.41193	24.15311	22.88578	22.1735	20.81037	23.0119	20.99696	19.06083	20.04823	18.95464	18.60986	19.90434	21.71812	20.7186	20.79719	19.57312	18.9911	19.45747
	1.79090934468351	1.23342068990072	AT1G23290.1	AT1G23290.1	AT1G23290.1 | Symbols: RPL27A, RPL27AB | Ribosomal protein L18e/L15 superfamily protein | chr1:8263007-8263447 FORWARD LENGTH=146	Color [DarkGray]	1	4							6	1	1	52.7	12.3	12.3	16.292	0	7.7834	388150000	32	23.58476	23.14258	22.65737	19.27062	19.21115	22.48838	24.05813	24.47392	24.55292	19.39709	19.32651	22.73556	23.90681	23.99006	23.68931	23.07352	18.41562	23.63832	24.1838	24.04357	24.14976	20.52562	18.80037	23.56291
	0.473031827201336	-1.21771685282389	AT1G23310.1;AT1G70580.4;AT1G70580.3;AT1G70580.2;AT1G70580.1;AT1G23310.2	AT1G23310.1;AT1G70580.4;AT1G70580.3;AT1G70580.2;AT1G70580.1;AT1G23310.2	AT1G23310.1 | Symbols: GGT1, AOAT1, GGAT1 | glutamate:glyoxylate aminotransferase | chr1:8268720-8271329 REVERSE LENGTH=481;AT1G70580.4 | Symbols: AOAT2, GGT2 | alanine-2-oxoglutarate aminotransferase 2 | chr1:26613222-26615845 FORWARD LENGTH=481;AT1G70580	Color [DarkGray]	1	4							4	4	4	10.6	10.6	10.6	53.301	0	11.487	49398000	6	21.17827	20.48719	21.21187	21.00678	18.57196	20.79614	21.92134	18.71614	18.58671	20.34021	19.152	19.90743	20.91503	18.67384	22.96776	22.37167	18.51421	19.85456	22.50025	20.05232	20.93253	19.75397	18.89717	21.11117
	0.628712280068956	1.51910336812337	AT1G70490.3;AT1G70490.2;AT1G70490.1;AT1G23490.1;AT3G62290.3;AT3G62290.2;AT3G62290.1;AT5G14670.1	AT1G70490.3;AT1G70490.2;AT1G70490.1;AT1G23490.1;AT3G62290.3;AT3G62290.2;AT3G62290.1;AT5G14670.1	AT1G70490.3 | Symbols: ATARFA1D, ARFA1D | Ras-related small GTP-binding family protein | chr1:26564162-26565152 REVERSE LENGTH=181;AT1G70490.2 | Symbols: ATARFA1D, ARFA1D | Ras-related small GTP-binding family protein | chr1:26564162-26565152 REVERSE LENGT	Color [DarkGray]	1	4							12	1	1	85.1	17.7	17.7	20.592	0	7.3819	11961000	2	19.32008	20.19645	19.51391	20.37449	20.74543	18.46866	22.43979	19.09803	22.04993	20.0898	19.24057	19.66244	21.13712	18.95404	20.06884	19.02621	18.12468	20.93979	21.95759	21.06868	19.43311	19.43618	18.51469	18.80238
+	3.38017659897161	7.81747182210286	AT1G23520.1	AT1G23520.1	AT1G23520.1 | Symbols:  | Domain of unknown function (DUF220) | chr1:8343571-8344675 REVERSE LENGTH=263	Color [DarkGray]	1	4							1	1	1	3	3	3	30.233	0	8.8497	2858800000	122	19.52064	19.68551	20.27053	18.83334	19.59329	18.73411	27.38609	26.60247	28.94053	26.18922	25.34592	24.29311	20.49263	20.56054	22.36136	20.57908	24.52964	23.1496	23.61773	20.03887	22.22491	24.12909	23.79243	21.30625
	0.345172563121676	-0.39943567911784	AT1G23740.1	AT1G23740.1	AT1G23740.1 | Symbols:  | Oxidoreductase, zinc-binding dehydrogenase family protein | chr1:8398245-8399656 REVERSE LENGTH=386	Color [DarkGray]	1	4							2	2	2	6.7	6.7	6.7	40.986	0.0039331	3.043	27929000	4	20.73898	21.11189	21.13917	21.14569	20.9549	20.61238	20.06103	21.51659	20.21411	21.35891	18.89061	20.63288	19.58427	20.6562	18.14021	21.53722	18.62318	20.92871	19.44641	19.67237	19.19104	18.66103	19.00418	18.87123
+	3.79753231210821	4.90338325500488	AT1G23780.1;AT1G23770.1	AT1G23780.1	AT1G23780.1 | Symbols:  | F-box family protein | chr1:8407053-8408480 REVERSE LENGTH=475	Color [DarkGray]	1	4							7	7	7	20	20	20	52.947	0	26.603	164150000	12	19.94652	18.89412	19.77401	18.87929	19.16098	20.41525	24.2294	24.38676	24.70863	23.3648	19.33848	22.78466	19.33358	19.54904	18.50421	19.94662	18.9255	19.41073	19.95766	19.46644	19.84349	18.13347	19.30102	19.75665
	0.92274201968487	1.390380859375	AT1G24020.2;AT1G24020.1	AT1G24020.2;AT1G24020.1	AT1G24020.2 | Symbols: MLP423 | MLP-like protein 423 | chr1:8500653-8501458 REVERSE LENGTH=155;AT1G24020.1 | Symbols: MLP423 | MLP-like protein 423 | chr1:8500653-8501458 REVERSE LENGTH=155	Color [DarkGray]	1	4							2	2	2	18.1	18.1	18.1	17.054	0	9.2629	152560000	20	20.96207	21.00961	22.64231	19.47032	21.14936	20.30274	23.14186	23.55463	22.08864	23.33323	23.0951	22.66637	20.00927	19.33112	22.29224	19.70224	19.94689	19.23221	22.30262	18.57249	21.89909	19.95677	20.30394	19.52156
	0.031437728907398	-0.130873362223308	AT1G24180.1	AT1G24180.1	AT1G24180.1 | Symbols: IAR4 | Thiamin diphosphate-binding fold (THDP-binding) superfamily protein | chr1:8560777-8563382 REVERSE LENGTH=393	Color [DarkGray]	1	4							7	7	6	30.5	30.5	28	43.358	0	21.359	101520000	23	22.52156	22.38969	21.75628	20.81073	19.94114	20.51598	19.363	23.06289	23.849	21.08171	19.61008	19.84669	19.82832	21.80207	20.80947	20.67026	19.14244	19.32282	23.25911	21.61223	22.23684	19.47894	19.51404	20.45278
	0.0611997080371652	-0.137836456298828	AT1G24360.1	AT1G24360.1	AT1G24360.1 | Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:8640820-8643283 FORWARD LENGTH=319	Color [DarkGray]	1	4							2	2	2	9.1	9.1	9.1	33.548	0	4.7514	19996000	4	19.79054	21.33157	21.10085	20.85544	20.70033	19.40005	20.62268	21.6615	19.52527	20.27813	20.52772	19.52291	19.13167	18.38511	20.9476	19.88603	20.40244	18.96481	22.32014	20.00089	21.77419	19.93439	20.75126	19.69836
	0.791230662490317	0.872210184733074	AT1G24510.1;AT1G24510.2;AT1G67760.1	AT1G24510.1;AT1G24510.2	AT1G24510.1 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr1:8685504-8688101 REVERSE LENGTH=535;AT1G24510.2 | Symbols:  | TCP-1/cpn60 chaperonin family protein | chr1:8685504-8687660 REVERSE LENGTH=459	Color [DarkGray]	1	4							14	14	14	36.3	36.3	36.3	59.384	0	54.048	747500000	72	23.31861	24.61503	24.41927	21.25327	21.65167	23.51055	24.41442	25.07679	25.47833	23.83554	22.40901	24.20633	23.83543	24.46426	24.32736	22.76285	20.1582	19.42297	24.84193	23.99006	24.2513	23.72057	19.32101	22.81303
	0.829596069328363	1.19403584798177	AT1G25490.1	AT1G25490.1	AT1G25490.1 | Symbols: RCN1, REGA, ATB BETA BETA, EER1 | ARM repeat superfamily protein | chr1:8951700-8954899 FORWARD LENGTH=588	Color [DarkGray]	1	4							2	2	1	5.3	5.3	3.2	65.493	0	10.258	35928000	8	19.11342	20.11515	19.00494	19.3134	18.56819	20.34332	19.55349	21.49375	20.76837	19.94719	19.80499	18.73317	21.43079	21.59595	21.42194	19.56306	18.94585	19.70082	22.48139	20.53365	20.92296	19.15038	19.44924	19.38767
	0.190211401036807	0.371074676513672	AT1G26630.1;AT1G26630.2	AT1G26630.1;AT1G26630.2	AT1G26630.1 | Symbols: FBR12, ATELF5A-2, ELF5A-2 | Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein | chr1:9205968-9207098 FORWARD LENGTH=159;AT1G26630.2 | Symbols: FBR12, ATELF5A-2, ELF5A-2 | Eukaryotic translation initiation factor 5A-1 (	Color [DarkGray]	1	4							4	4	4	37.7	37.7	37.7	17.14	0	171.22	273630000	67	21.86491	23.40756	22.87225	22.02371	21.68837	22.42728	21.94221	23.938	23.37774	22.66253	21.02817	18.19567	22.37757	22.34979	22.98169	22.31499	22.13675	20.63955	23.92939	21.95462	22.05001	22.49717	20.89984	22.15548
	1.22973521430279	1.0171496073405	AT1G27400.1	AT1G27400.1	AT1G27400.1 | Symbols:  | Ribosomal protein L22p/L17e family protein | chr1:9515230-9516725 FORWARD LENGTH=176	Color [DarkGray]	1	4							9	9	1	38.1	38.1	6.8	19.897	0	67.524	304920000	26	22.83642	22.75504	22.90705	19.935	19.27896	21.47634	23.38366	23.55028	24.61602	22.05116	20.937	21.48245	22.4656	22.83241	22.42373	18.77529	19.07645	19.90021	23.06323	23.5932	23.3329	21.14569	20.8943	21.99129
	0.184333726575551	0.371455510457356	AT1G27450.2;AT1G27450.1;AT1G27450.3	AT1G27450.2;AT1G27450.1;AT1G27450.3	AT1G27450.2 | Symbols: APT1, ATAPT1 | adenine phosphoribosyl transferase 1 | chr1:9532421-9533807 FORWARD LENGTH=183;AT1G27450.1 | Symbols: APT1, ATAPT1 | adenine phosphoribosyl transferase 1 | chr1:9532042-9533807 FORWARD LENGTH=243;AT1G27450.3 | Symbols:	Color [DarkGray]	1	4							1	1	1	10.4	10.4	10.4	19.739	0.003	3.2436	11004000	3	21.41586	20.21308	20.2867	19.43142	18.80234	17.00908	21.42106	21.89569	19.71325	19.13999	19.62837	20.05331	20.42501	21.60188	19.41737	18.23913	20.42606	21.05824	19.00348	19.39628	19.66876	18.12565	20.77444	18.62985
	0.345066379283199	0.656313578287762	AT1G27650.2;AT5G42820.2;AT5G42820.1;AT1G27650.1	AT1G27650.2;AT5G42820.2;AT5G42820.1;AT1G27650.1	AT1G27650.2 | Symbols: ATU2AF35A | U2 snRNP auxiliary factor small subunit, putative | chr1:9615302-9616042 FORWARD LENGTH=246;AT5G42820.2 | Symbols: ATU2AF35B, U2AF35B | Zinc finger C-x8-C-x5-C-x3-H type family protein | chr5:17170445-17171296 REVERSE LEN	Color [DarkGray]	1	4							1	1	1	7.3	7.3	7.3	28.915	0.0075047	2.7364	13051000	4	21.47739	20.22861	20.30179	20.84514	20.4356	21.44127	22.36442	20.05607	21.55624	18.5906	19.7457	19.56648	18.74835	19.8967	19.17033	20.09214	18.55915	19.71952	20.28844	20.48738	18.99608	19.27106	18.94131	18.11407
	0.0880500425989052	-0.273420333862305	AT1G28290.2;AT1G28290.1	AT1G28290.2;AT1G28290.1	AT1G28290.2 | Symbols: AGP31 | arabinogalactan protein 31 | chr1:9889331-9890843 REVERSE LENGTH=315;AT1G28290.1 | Symbols: AGP31 | arabinogalactan protein 31 | chr1:9889331-9890843 REVERSE LENGTH=359	Color [DarkGray]	1	4							2	2	2	8.6	8.6	8.6	33.932	0	4.855	46062000	3	20.19536	21.11248	18.88922	20.90889	20.70947	21.24212	18.81368	21.57994	18.98318	21.94421	20.95822	21.90254	19.02589	21.05252	19.83618	19.60652	18.01372	21.61814	19.31248	21.40873	21.06112	19.69297	18.40574	21.92594
+	3.96664158822849	5.3989512125651	AT1G29150.1	AT1G29150.1	AT1G29150.1 | Symbols: ATS9, RPN6 | non-ATPase subunit 9 | chr1:10181240-10182499 FORWARD LENGTH=419	Color [DarkGray]	1	4					RPN6	RP	52	52	52	77.1	77.1	77.1	46.749	0	323.31	262460000000	4002	26.54775	26.38275	26.23023	22.998	25.74067	24.85303	31.72315	31.2272	32.40723	32.79126	31.49739	31.56315	33.82701	33.73004	33.39314	32.47726	32.6776	33.05881	32.88326	32.86289	32.8427	32.18927	32.93783	31.76266
	1.72468897094263	1.00483385721843	AT1G29250.1	AT1G29250.1	AT1G29250.1 | Symbols:  | Alba DNA/RNA-binding protein | chr1:10223461-10224592 REVERSE LENGTH=130	Color [DarkGray]	1	4							5	5	5	50.8	50.8	50.8	14.574	0	35.166	705540000	70	24.26979	23.59789	23.98269	21.4995	22.91156	23.43205	25.20631	25.04612	24.61244	23.41233	19.28095	23.31769	24.8604	24.24692	24.44137	23.16079	22.93281	24.03658	24.15681	23.93068	23.88707	23.84945	20.10915	23.80386
	0.0897308417085653	-0.0681565602620466	AT1G29670.1	AT1G29670.1	AT1G29670.1 | Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:10375843-10377717 FORWARD LENGTH=363	Color [DarkGray]	1	4							15	15	15	55.4	55.4	55.4	39.871	0	163.93	1860800000	270	25.63013	25.34201	25.51549	24.86657	24.99893	25.44673	25.32248	25.916	25.04469	24.88614	25.41157	25.42153	26.28746	25.67331	25.28053	24.42097	24.06905	25.08895	26.21323	24.73688	25.33875	24.88005	23.2525	24.50436
	0.337998046451823	1.23326683044434	AT2G34420.1;AT1G29930.1;AT1G29920.1;AT1G29910.1;AT2G05100.1;AT2G05070.1;AT3G27690.1;AT2G34430.1	AT2G34420.1;AT1G29930.1;AT1G29920.1;AT1G29910.1	AT2G34420.1 | Symbols: LHB1B2, LHCB1.5 | photosystem II light harvesting complex gene B1B2 | chr2:14522716-14523513 REVERSE LENGTH=265;AT1G29930.1 | Symbols: CAB1, AB140, CAB140, LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD	Color [DarkGray]	1	4							3	3	3	8.3	8.3	8.3	28.054	0	8.1609	200270000	6	19.7374	18.77504	19.15582	19.22403	18.82077	22.98971	18.89143	23.41674	19.0599	20.48932	24.12707	23.14177	20.71195	19.25687	19.65786	20.06939	19.74851	23.57508	20.28691	19.56128	23.15448	23.84659	20.34394	23.98172
	0.814624455334645	0.410634358723957	AT2G34590.1;AT1G30120.1	AT2G34590.1;AT1G30120.1	AT2G34590.1 | Symbols:  | Transketolase family protein | chr2:14568956-14570844 REVERSE LENGTH=406;AT1G30120.1 | Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406	Color [DarkGray]	1	4							5	5	5	12.6	12.6	12.6	44.015	0	18.795	713760000	97	23.70052	23.74536	23.66748	23.40648	23.03692	23.59722	23.77441	24.55885	24.012	24.62019	23.48332	23.8031	23.98985	24.24798	24.05658	23.94922	19.98762	23.91243	24.24934	23.59354	23.94682	23.73528	23.74088	23.79663
	2.20278539786188	1.24375025431315	AT1G30230.1;AT1G30230.2	AT1G30230.1;AT1G30230.2	AT1G30230.1 | Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640515 FORWARD LENGTH=231;AT1G30230.2 | Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elong	Color [DarkGray]	1	4							9	9	6	44.6	44.6	35.1	25.132	0	56.687	959680000	129	24.08772	24.03496	23.82595	22.72644	23.3313	23.95278	24.79237	25.35799	25.52952	24.31101	24.47514	24.62108	24.54334	24.40189	24.33293	24.21099	19.01326	24.23542	24.56184	24.12331	24.31456	23.95789	22.89615	24.14328
	0.125187967587307	0.333349863688149	AT1G30630.1;AT2G34840.2;AT2G34840.1	AT1G30630.1;AT2G34840.2;AT2G34840.1	AT1G30630.1 | Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292;AT2G34840.2 | Symbols:  | Coatomer epsilon subunit | chr2:14702932-14704165 FORWARD LENGTH=214;AT2G34840.1 | Symbols:  | Coatomer epsilon subunit | chr2:14702603	Color [DarkGray]	1	4							2	2	2	17.8	17.8	17.8	32.602	0	18.181	29443000	10	20.56384	19.04938	20.84425	18.71817	18.86893	19.52755	19.37376	22.0371	20.04667	19.99172	18.79092	20.03051	18.81831	20.95779	19.93675	19.27261	18.34327	19.83956	21.20614	20.87194	18.62595	19.64891	19.3872	19.89664
	0.879023728984423	-1.63499450683594	AT1G30690.2;AT1G30690.1	AT1G30690.2;AT1G30690.1	AT1G30690.2 | Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:10888284-10890085 FORWARD LENGTH=540;AT1G30690.1 | Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:10888284-10890085 FORWARD LENGTH=540	Color [DarkGray]	1	4							3	3	3	9.1	9.1	9.1	61.189	0	8.5545	50877000	7	19.86237	21.67913	22.83641	18.37388	19.48821	21.59498	19.89137	19.79689	19.78468	20.46601	20.34949	19.23173	19.61526	22.47246	22.19484	18.23119	19.59188	21.07995	19.64744	21.84513	21.76141	20.60947	18.72932	19.42948
	0.785065267403453	-0.625350952148438	AT1G31330.1	AT1G31330.1	AT1G31330.1 | Symbols: PSAF | photosystem I subunit F | chr1:11215011-11215939 REVERSE LENGTH=221	Color [DarkGray]	1	4							1	1	1	8.1	8.1	8.1	24.173	0.0093197	2.6672	9962600	1	21.08765	20.78682	20.94541	19.56377	19.32379	21.24534	19.62587	20.49546	20.82249	19.64957	20.56432	18.1877	22.0674	20.41152	18.97137	19.39525	19.73059	19.36412	21.55539	21.17891	18.89394	20.59966	19.95535	19.87475
	1.29729418062274	-1.42966588338216	AT1G31812.1	AT1G31812.1	AT1G31812.1 | Symbols: ACBP6, ACBP | acyl-CoA-binding protein 6 | chr1:11411132-11412099 REVERSE LENGTH=92	Color [DarkGray]	1	4							1	1	1	13	13	13	10.386	0	11.056	165160000	24	22.03299	22.74517	22.37463	20.98739	20.97404	21.19814	20.67753	20.30838	21.87789	23.58858	19.68893	22.15737	22.97508	21.71379	22.1904	23.32461	19.7115	18.86283	22.71315	21.27583	21.95376	22.09105	20.09156	19.10826
	0.583149910177209	0.680063247680664	AT1G32060.1	AT1G32060.1	AT1G32060.1 | Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395	Color [DarkGray]	1	4							5	5	5	20	20	20	44.463	0	40.121	636990000	86	23.18869	23.36807	23.31891	23.06752	22.44992	23.08504	23.03125	24.81552	24.0691	24.73411	22.70324	23.25969	24.23563	24.01302	24.36299	24.95064	22.91947	20.45723	24.47706	23.71842	23.97313	23.71786	20.07281	23.95872
	1.37112999489005	1.54622141520182	AT2G33430.1;AT1G32580.1;AT2G35240.1	AT2G33430.1;AT1G32580.1;AT2G35240.1	AT2G33430.1 | Symbols: DAL1, DAL | differentiation and greening-like 1 | chr2:14162732-14164729 FORWARD LENGTH=219;AT1G32580.1 | Symbols:  | plastid developmental protein DAG, putative | chr1:11784108-11785430 FORWARD LENGTH=229;AT2G35240.1 | Symbols:  | p	Color [DarkGray]	1	4							1	1	1	3.7	3.7	3.7	24.715	0.0075686	2.7748	67016000	14	19.377	20.88993	20.96556	19.25193	21.30313	21.20872	21.96934	21.78133	22.12049	18.58246	19.08699	20.53089	22.41067	21.92611	21.9333	21.20299	19.05574	20.67699	21.66459	20.95049	22.10993	21.33541	20.89045	18.10643
	0.459404230661624	0.455060323079426	AT1G32990.1	AT1G32990.1	AT1G32990.1 | Symbols: PRPL11 | plastid ribosomal protein l11 | chr1:11955827-11957139 FORWARD LENGTH=222	Color [DarkGray]	1	4							6	6	6	41	41	41	23.148	0	37.048	970300000	62	23.4765	24.15698	24.29832	22.72071	23.61496	24.49298	24.18213	25.11287	24.00198	24.13729	20.20877	24.388	24.33919	24.59584	24.60944	23.88375	23.89004	24.6065	24.7954	24.36634	25.09138	24.45844	23.98111	24.76295
	1.16183320224602	0.502442042032879	AT1G33140.1;AT1G33120.1;AT4G10450.1	AT1G33140.1;AT1G33120.1	AT1G33140.1 | Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194;AT1G33120.1 | Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194	Color [DarkGray]	1	4							19	19	19	74.2	74.2	74.2	22.017	0	273.94	6856100000	384	27.49506	27.77211	27.5942	22.52658	24.24728	24.89422	27.76271	28.21901	28.38698	25.82765	25.2796	25.8958	28.03683	27.87574	27.7255	24.1055	25.00459	24.66215	28.06929	27.74818	28.11137	24.52135	25.04951	24.83318
