LFQ intensity Col0_Minus_BR1_TR1	LFQ intensity Col0_Minus_BR1_TR2	LFQ intensity Col0_Minus_BR2_TR1	LFQ intensity Col0_Minus_BR2_TR2	LFQ intensity Col0_Minus_BR3_TR1	LFQ intensity Col0_Minus_BR3_TR2	LFQ intensity Col0_Plus_BR1_TR1	LFQ intensity Col0_Plus_BR1_TR2	LFQ intensity Col0_Plus_BR2_TR1	LFQ intensity Col0_Plus_BR2_TR2	LFQ intensity Col0_Plus_BR3_TR1	LFQ intensity Col0_Plus_BR3_TR2	LFQ intensity PAG1_Minus_BR1_TR1	LFQ intensity PAG1_Minus_BR1_TR2	LFQ intensity PAG1_Minus_BR2_TR1	LFQ intensity PAG1_Minus_BR2_TR2	LFQ intensity PAG1_Minus_BR3_TR1	LFQ intensity PAG1_Minus_BR3_TR2	LFQ intensity PAG1_Plus_BR1_TR1	LFQ intensity PAG1_Plus_BR1_TR2	LFQ intensity PAG1_Plus_BR2_TR1	LFQ intensity PAG1_Plus_BR2_TR2	LFQ intensity PAG1_Plus_BR3_TR1	LFQ intensity PAG1_Plus_BR3_TR2	LFQ intensity RPT4a_Minus_BR1_TR1	LFQ intensity RPT4a_Minus_BR1_TR2	LFQ intensity RPT4a_Minus_BR2_TR1	LFQ intensity RPT4a_Minus_BR2_TR2	LFQ intensity RPT4a_Minus_BR3_TR1	LFQ intensity RPT4a_Minus_BR3_TR2	LFQ intensity RPT4a_Plus_BR1_TR1	LFQ intensity RPT4a_Plus_BR1_TR2	LFQ intensity RPT4a_Plus_BR2_TR1	LFQ intensity RPT4a_Plus_BR2_TR2	LFQ intensity RPT4a_Plus_BR3_TR1	LFQ intensity RPT4a_Plus_BR3_TR2	LFQ intensity RPT4b_Minus_BR1_TR1	LFQ intensity RPT4b_Minus_BR1_TR2	LFQ intensity RPT4b_Minus_BR2_TR1	LFQ intensity RPT4b_Minus_BR2_TR2	LFQ intensity RPT4b_Minus_BR3_TR1	LFQ intensity RPT4b_Minus_BR3_TR2	LFQ intensity RPT4b_Plus_BR1_TR1	LFQ intensity RPT4b_Plus_BR1_TR2	LFQ intensity RPT4b_Plus_BR2_TR1	LFQ intensity RPT4b_Plus_BR2_TR2	LFQ intensity RPT4b_Plus_BR3_TR1	LFQ intensity RPT4b_Plus_BR3_TR2	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
2919700	0	0	0	0	0	0	1883700	0	0	0	2847500	0	5399600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							1	1	1	7.3	7.3	7.3	28.915	0.0075047	2.7364	13051000	4	AT1G27650.2;AT5G42820.2;AT5G42820.1;AT1G27650.1	AT1G27650.2;AT5G42820.2;AT5G42820.1;AT1G27650.1	AT1G27650.2 | Symbols: ATU2AF35A | U2 snRNP auxiliary factor small subunit, putative | chr1:9615302-9616042 FORWARD LENGTH=246;AT5G42820.2 | Symbols: ATU2AF35B, U2AF35B | Zinc finger C-x8-C-x5-C-x3-H type family protein | chr5:17170445-17171296 REVERSE LEN
0	0	2267200	0	0	0	1968800	0	1766700	1664100	2671600	2302800	0	0	0	3134800	0	0	4035200	0	0	0	3962600	3878500	0	0	2174900	0	0	0	0	0	0	0	0	3218900	0	0	2784000	0	0	2187900	0	0	0	0	3472600	4571700							2	2	2	8.6	8.6	8.6	33.932	0	4.855	46062000	3	AT1G28290.2;AT1G28290.1	AT1G28290.2;AT1G28290.1	AT1G28290.2 | Symbols: AGP31 | arabinogalactan protein 31 | chr1:9889331-9890843 REVERSE LENGTH=315;AT1G28290.1 | Symbols: AGP31 | arabinogalactan protein 31 | chr1:9889331-9890843 REVERSE LENGTH=359
104430000	92154000	82062000	93294000	68332000	90688000	8377000	0	143530000	21902000	27519000	33372000	3920300000	3205700000	2545600000	2482300000	5985800000	5419700000	7543600000	7323600000	3073800000	2989800000	3078100000	3270600000	15649000000	14839000000	14763000000	13751000000	10845000000	11734000000	5982200000	5975800000	7163300000	6588200000	8879300000	9015900000	8994300000	6978000000	7376100000	8271900000	8294500000	7153000000	4951200000	4843500000	8695000000	7785400000	3362400000	3948000000				RPN6	RP	RPN	52	52	52	77.1	77.1	77.1	46.749	0	323.31	262460000000	4002	AT1G29150.1	AT1G29150.1	AT1G29150.1 | Symbols: ATS9, RPN6 | non-ATPase subunit 9 | chr1:10181240-10182499 FORWARD LENGTH=419
23445000	17451000	14299000	11273000	16014000	17160000	2964800	0	8348400	7456400	9019500	14201000	29419000	50943000	31170000	38506000	26703000	24638000	13734000	9074700	0	0	10455000	0	31175000	29761000	22616000	17526000	19030000	27273000	0	9377600	0	8006900	17208000	0	18826000	18582000	11506000	22222000	15514000	0	17722000	12891000	0	0	11695000	18338000							5	5	5	50.8	50.8	50.8	14.574	0	35.166	705540000	70	AT1G29250.1	AT1G29250.1	AT1G29250.1 | Symbols:  | Alba DNA/RNA-binding protein | chr1:10223461-10224592 REVERSE LENGTH=130
53831000	50101000	45031000	40170000	45689000	50355000	31806000	29421000	37635000	29872000	46521000	44958000	41959000	0	49289000	81328000	0	34610000	31008000	0	29992000	66418000	41602000	48548000	91984000	72932000	53707000	53314000	32459000	51175000	20250000	24915000	23102000	13408000	25401000	50142000	77572000	78025000	23658000	33045000	47277000	38089000	32186000	29622000	0	9993100	19864000	28512000							15	15	15	55.4	55.4	55.4	39.871	0	163.93	1860800000	270	AT1G29670.1	AT1G29670.1	AT1G29670.1 | Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:10375843-10377717 FORWARD LENGTH=363
0	0	0	0	0	0	0	0	0	0	9316800	7445900	0	0	11198000	0	0	0	0	0	18179000	18466000	0	9254800	0	0	0	0	0	0	0	0	0	0	12497000	0	0	0	0	0	0	9336700	13343000	17054000	0	0	14901000	18417000							3	3	3	8.3	8.3	8.3	28.054	0	8.1609	200270000	6	AT2G34420.1;AT1G29930.1;AT1G29920.1;AT1G29910.1;AT2G05100.1;AT2G05070.1;AT3G27690.1;AT2G34430.1	AT2G34420.1;AT1G29930.1;AT1G29920.1;AT1G29910.1	AT2G34420.1 | Symbols: LHB1B2, LHCB1.5 | photosystem II light harvesting complex gene B1B2 | chr2:14522716-14523513 REVERSE LENGTH=265;AT1G29930.1 | Symbols: CAB1, AB140, CAB140, LHCB1.3 | chlorophyll A/B binding protein 1 | chr1:10478071-10478874 FORWARD
14386000	12918000	15219000	12994000	13133000	13517000	11803000	10474000	8755500	8459200	13755000	11708000	16144000	12753000	26878000	22725000	16287000	17572000	20358000	32666000	12495000	11006000	12941000	16555000	24752000	11213000	20230000	19622000	14018000	21718000	15727000	16681000	0	0	19455000	12814000	21756000	18280000	12889000	12431000	17752000	14729000	18913000	10311000	14019000	0	14822000	14325000							5	5	5	12.6	12.6	12.6	44.015	0	18.795	713760000	97	AT2G34590.1;AT1G30120.1	AT2G34590.1;AT1G30120.1	AT2G34590.1 | Symbols:  | Transketolase family protein | chr2:14568956-14570844 REVERSE LENGTH=406;AT1G30120.1 | Symbols: PDH-E1 BETA | pyruvate dehydrogenase E1 beta | chr1:10584350-10586477 REVERSE LENGTH=406
20910000	15202000	16018000	18445000	12647000	17485000	7099400	6783600	8733000	12755000	16739000	15750000	25378000	33269000	45730000	40442000	45927000	51078000	15860000	27314000	23452000	23191000	24260000	27446000	27587000	21670000	21662000	22683000	17889000	24963000	17208000	21915000	0	0	19751000	0	25850000	23727000	18170000	18379000	22893000	19016000	21985000	12077000	7806000	0	14869000	23090000							9	9	6	44.6	44.6	35.1	25.132	0	56.687	959680000	129	AT1G30230.1;AT1G30230.2	AT1G30230.1;AT1G30230.2	AT1G30230.1 | Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6 | chr1:10639286-10640515 FORWARD LENGTH=231;AT1G30230.2 | Symbols:  | Glutathione S-transferase, C-terminal-like;Translation elong
0	0	0	0	0	0	0	0	0	0	0	755750	2839600	162520	3390500	5462500	0	0	0	0	0	0	0	0	0	462250	1912100	2169400	1003600	0	0	0	0	0	0	0	2824600	2072100	1113800	3306400	0	0	0	0	0	0	0	0							2	2	2	17.8	17.8	17.8	32.602	0	18.181	29443000	10	AT1G30630.1;AT2G34840.2;AT2G34840.1	AT1G30630.1;AT2G34840.2;AT2G34840.1	AT1G30630.1 | Symbols:  | Coatomer epsilon subunit | chr1:10858546-10860173 REVERSE LENGTH=292;AT2G34840.2 | Symbols:  | Coatomer epsilon subunit | chr2:14702932-14704165 FORWARD LENGTH=214;AT2G34840.1 | Symbols:  | Coatomer epsilon subunit | chr2:14702603
0	0	3357900	0	5320700	10542000	0	0	0	0	3058300	3280900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5819500	0	0	4800800	0	0	0	0	0	0	0	0	3510800	4042700	3914700	3228300	0	0	0	0	0	0							3	3	3	9.1	9.1	9.1	61.189	0	8.5545	50877000	7	AT1G30690.2;AT1G30690.1	AT1G30690.2;AT1G30690.1	AT1G30690.2 | Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:10888284-10890085 FORWARD LENGTH=540;AT1G30690.1 | Symbols:  | Sec14p-like phosphatidylinositol transfer family protein | chr1:10888284-10890085 FORWARD LENGTH=540
0	0	0	0	0	0	0	0	0	0	0	2485900	0	0	0	0	0	0	0	0	0	0	0	0	4394900	0	0	0	0	0	0	0	0	0	0	0	3081900	0	0	0	0	0	0	0	0	0	0	0							1	1	1	8.1	8.1	8.1	24.173	0.0093197	2.6672	9962600	1	AT1G31330.1	AT1G31330.1	AT1G31330.1 | Symbols: PSAF | photosystem I subunit F | chr1:11215011-11215939 REVERSE LENGTH=221
3897600	4724800	7081000	6980100	4902100	6032400	2079400	2078400	2202000	1926700	2623400	2206400	0	0	0	0	3853900	0	15385000	10343000	0	0	4677700	0	8254000	8235900	3565800	3317800	4360900	5252600	12909000	8549100	0	0	0	0	8591900	5502900	0	2539000	4062000	0	5144600	3879600	0	0	0	0							1	1	1	13	13	13	10.386	0	11.056	165160000	24	AT1G31812.1	AT1G31812.1	AT1G31812.1 | Symbols: ACBP6, ACBP | acyl-CoA-binding protein 6 | chr1:11411132-11412099 REVERSE LENGTH=92
10064000	9082700	11159000	10504000	10513000	10415000	8430100	9166400	6742100	4868600	8907300	8888600	9407200	7811500	28722000	30354000	17360000	17844000	35540000	21913000	6829000	0	10043000	0	21491000	18157000	16172000	17722000	17053000	27301000	30464000	34514000	7933200	0	0	0	24054000	22671000	12603000	15116000	17156000	15807000	16033000	11873000	0	0	16304000	0							5	5	5	20	20	20	44.463	0	40.121	636990000	86	AT1G32060.1	AT1G32060.1	AT1G32060.1 | Symbols: PRK | phosphoribulokinase | chr1:11532668-11534406 FORWARD LENGTH=395
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							1	1	1	5.4	5.4	5.4	31.978	0.0066477	2.8003	0	2	AT1G32220.1	AT1G32220.1	AT1G32220.1 | Symbols:  | NAD(P)-binding Rossmann-fold superfamily protein | chr1:11608038-11609591 FORWARD LENGTH=296
0	0	0	1943100	1620800	2587000	0	0	0	2587500	0	2423600	0	4106100	0	3604400	3615700	5750000	0	0	0	0	0	1515000	0	5575500	0	3984900	0	4004800	0	2414000	0	0	0	0	2488300	4441000	0	2026400	0	4526400	1673500	4183800	0	1943800	0	0							1	1	1	3.7	3.7	3.7	24.715	0.0075686	2.7748	67016000	14	AT2G33430.1;AT1G32580.1;AT2G35240.1	AT2G33430.1;AT1G32580.1;AT2G35240.1	AT2G33430.1 | Symbols: DAL1, DAL | differentiation and greening-like 1 | chr2:14162732-14164729 FORWARD LENGTH=219;AT1G32580.1 | Symbols:  | plastid developmental protein DAG, putative | chr1:11784108-11785430 FORWARD LENGTH=229;AT2G35240.1 | Symbols:  | p
12796000	10646000	19800000	17672000	19990000	21293000	6958700	6866000	12919000	12776000	24364000	22882000	19864000	18240000	36471000	36100000	20335000	13880000	21947000	15514000	0	0	21771000	22139000	23289000	19342000	22580000	28474000	23426000	27968000	15341000	15617000	15425000	15668000	22855000	28550000	28690000	29552000	24736000	18909000	48614000	26288000	24037000	22109000	16559000	0	30265000	26782000							6	6	6	41	41	41	23.148	0	37.048	970300000	62	AT1G32990.1	AT1G32990.1	AT1G32990.1 | Symbols: PRPL11 | plastid ribosomal protein l11 | chr1:11955827-11957139 FORWARD LENGTH=222
180940000	197760000	242090000	217020000	198890000	206420000	7460500	4893100	19914000	0	33582000	28954000	213040000	243420000	272900000	357710000	336010000	366700000	70847000	50058000	39578000	41916000	68915000	56560000	267590000	283390000	245110000	247460000	215910000	228110000	18050000	0	37279000	30395000	26549000	0	297610000	266530000	219560000	231480000	289300000	290660000	26244000	22095000	48061000	25091000	27659000	32302000							19	19	19	74.2	74.2	74.2	22.017	0	273.94	6856100000	384	AT1G33140.1;AT1G33120.1;AT4G10450.1	AT1G33140.1;AT1G33120.1	AT1G33140.1 | Symbols: PGY2 | Ribosomal protein L6 family | chr1:12023360-12024502 FORWARD LENGTH=194;AT1G33120.1 | Symbols:  | Ribosomal protein L6 family | chr1:12010986-12012223 FORWARD LENGTH=194
0	0	5989400	2253600	5691500	3191600	5067300	7418300	13079000	11449000	14195000	11005000	2750600	0	1721900	16438000	0	7820200	9755500	0	0	0	6274100	0	6358800	0	5921100	0	6448500	0	0	3906900	4269300	6859500	0	9570900	15218000	33861000	1720200	2575900	3851300	6382600	0	0	0	0	0	6016800							7	7	7	30.5	30.5	30.5	41.697	0	25.755	242510000	27	AT1G33811.1	AT1G33811.1	AT1G33811.1 | Symbols:  | GDSL-like Lipase/Acylhydrolase superfamily protein | chr1:12267918-12269690 FORWARD LENGTH=370
0	0	0	0	0	0	0	0	4710600	4845600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8996600	9747100	25768000	21422000	11537000	9690500							3	3	3	10.5	10.5	10.5	40.07	0	9.2022	96717000	10	AT1G33960.1	AT1G33960.1	AT1G33960.1 | Symbols: AIG1 | P-loop containing nucleoside triphosphate hydrolases superfamily protein | chr1:12346555-12348184 FORWARD LENGTH=353
5225300	0	7121300	5877600	9202600	9299000	0	0	0	0	5453200	4918900	4574700	7817700	11159000	6369600	7996200	8935600	0	0	0	0	0	0	8119800	7785000	10010000	9402800	7324300	7967500	0	0	0	0	0	0	7190600	8065800	6272600	7044100	6601800	7700000	5857300	0	0	0	5376200	0							7	7	7	21.9	21.9	21.9	48.306	0	24.322	198670000	30	AT1G34430.1	AT1G34430.1	AT1G34430.1 | Symbols: EMB3003 | 2-oxoacid dehydrogenases acyltransferase family protein | chr1:12588027-12590084 REVERSE LENGTH=465
2917400	2929700	4134800	4162200	5414800	4601600	4026800	3437800	2988600	1201800	2708400	3079700	0	0	16046000	19978000	0	0	17675000	0	6982300	0	9980800	0	4266900	3309300	3352100	2857400	3175100	3684500	0	7039000	0	0	0	0	8004200	3106800	0	3106400	2852500	0	0	0	0	0	0	0							7	2	2	31.1	13.1	13.1	30.194	0	10.897	157020000	10	AT1G35160.1;AT1G35160.2	AT1G35160.1;AT1G35160.2	AT1G35160.1 | Symbols: GRF4, 14-3-3PHI, GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=267;AT1G35160.2 | Symbols: GF14 PHI | GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=295
0	0	3276900	3686800	2092500	1629200	0	0	0	0	2205400	2100300	0	0	0	0	0	0	0	0	0	0	0	0	0	2676800	2674400	2850300	2799400	2419300	0	0	0	0	0	0	3093700	2637100	2612500	0	2555400	2437500	0	2605700	0	0	0	3524300							2	2	2	7.4	7.4	7.4	52.215	0	6.2192	47878000	3	AT1G35580.3;AT1G35580.2;AT1G35580.1	AT1G35580.3;AT1G35580.2;AT1G35580.1	AT1G35580.3 | Symbols: CINV1 | cytosolic invertase 1 | chr1:13123183-13124808 REVERSE LENGTH=460;AT1G35580.2 | Symbols: CINV1 | cytosolic invertase 1 | chr1:13122460-13124808 REVERSE LENGTH=551;AT1G35580.1 | Symbols: CINV1 | cytosolic invertase 1 | chr1:13
5599700	10203000	16454000	12456000	13502000	16256000	6332300	5057700	9802600	6513100	22632000	20667000	19556000	14170000	47334000	25869000	0	0	27045000	0	0	0	0	14555000	16044000	28733000	29679000	20622000	18783000	20380000	14950000	23327000	14042000	0	14986000	20997000	19458000	15675000	16901000	19124000	21916000	19787000	22878000	18333000	10881000	0	20120000	24756000							2	2	2	10	10	10	24.038	0	42.649	726380000	69	AT1G35680.1	AT1G35680.1	AT1G35680.1 | Symbols:  | Ribosomal protein L21 | chr1:13208777-13210246 FORWARD LENGTH=220
2216700000	2419500000	475560000	572370000	678570000	703950000	134790000	165850000	51238000	50395000	142750000	138230000	2818700000	3148300000	2043000000	2738000000	5772500000	5829100000	432970000	541500000	152210000	199140000	314590000	316570000	1060600000	1116300000	715000000	739820000	664040000	875040000	165080000	237550000	69906000	56184000	195700000	190940000	776240000	729840000	497710000	623740000	701640000	646220000	180480000	178070000	0	0	97720000	127040000							42	42	42	89.6	89.6	89.6	36.203	0	323.31	43238000000	1762	AT1G35720.1	AT1G35720.1	AT1G35720.1 | Symbols: ANNAT1, OXY5, ATOXY5 | annexin 1 | chr1:13225304-13226939 FORWARD LENGTH=317
0	0	5266100	3195400	4773400	0	0	0	0	0	1971100	3858200	0	0	11129000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6926800	0	0	0	3000500	0	0	0	0	0	0							5	2	2	44.1	24.3	24.3	12.799	0	28.827	40120000	10	AT1G41880.1	AT1G41880.1	AT1G41880.1 | Symbols:  | Ribosomal protein L35Ae family protein | chr1:15651585-15652427 REVERSE LENGTH=111
0	0	0	0	0	0	0	0	1281600	0	1760300	2065500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1654000	0	0	0	0	0	0	0	0	0	0	0							1	1	1	2.1	2.1	2.1	93.874	0.0039409	3.0515	6761400	3	AT1G42550.1	AT1G42550.1	AT1G42550.1 | Symbols: PMI1 | plastid movement impaired1 | chr1:15977131-15979734 FORWARD LENGTH=843
76153000	86422000	112520000	98431000	136500000	138560000	45999000	46224000	49469000	38756000	54160000	45762000	80166000	77732000	189610000	199190000	113040000	108070000	182250000	149060000	60434000	46889000	38513000	64389000	165380000	162500000	157360000	137010000	178710000	189470000	124390000	126050000	45701000	39551000	0	59622000	150940000	121110000	97652000	108050000	141700000	116280000	72178000	51402000	129550000	39478000	44891000	51950000							25	25	19	60.9	60.9	51.7	47.659	0	214.55	4758900000	377	AT1G42970.1	AT1G42970.1	AT1G42970.1 | Symbols: GAPB | glyceraldehyde-3-phosphate dehydrogenase B subunit | chr1:16127552-16129584 FORWARD LENGTH=447
169250000	168670000	180470000	221190000	148390000	152340000	29177000	40753000	53912000	44509000	112020000	126790000	307310000	295310000	351830000	433550000	490350000	416310000	149130000	179340000	58544000	62072000	144600000	171290000	244370000	257810000	222150000	235750000	168020000	189100000	87773000	127270000	47368000	44609000	169790000	208440000	247240000	259640000	175580000	235170000	247510000	241640000	152740000	173420000	66082000	56845000	149580000	227160000							23	23	23	53.5	53.5	53.5	44.559	0	213.77	8862600000	607	AT1G43170.9;AT1G43170.8;AT1G43170.7;AT1G43170.6;AT1G43170.5;AT1G43170.3;AT1G43170.2;AT1G43170.1;AT1G43170.4;AT1G61580.1	AT1G43170.9;AT1G43170.8;AT1G43170.7;AT1G43170.6;AT1G43170.5;AT1G43170.3;AT1G43170.2;AT1G43170.1;AT1G43170.4	AT1G43170.9 | Symbols: RP1 | ribosomal protein 1 | chr1:16266992-16268631 FORWARD LENGTH=389;AT1G43170.8 | Symbols: RP1 | ribosomal protein 1 | chr1:16266992-16268631 FORWARD LENGTH=389;AT1G43170.7 | Symbols: RP1 | ribosomal protein 1 | chr1:16266992-16268
0	5133600	4152400	4370400	3279100	3267700	2712300	2414800	3780900	3416700	4313100	3145100	0	5870700	4782500	0	5528100	4449400	5838800	4823300	0	3835200	0	0	5217000	5898800	0	0	0	5034100	0	0	3651500	6031800	0	0	0	4283100	0	4362500	0	4361000	4929800	5450400	4343300	4377100	0	5536200							2	2	2	9	9	9	23.53	0	4.2524	138590000	3	AT1G43890.3;AT1G43890.2;AT1G43890.1;AT5G03530.1	AT1G43890.3;AT1G43890.2;AT1G43890.1;AT5G03530.1	AT1G43890.3 | Symbols: ATRAB18, ATRABC1, RAB18-1, RABC1, ATRAB-C1, RAB18 | RAB GTPASE HOMOLOG B18 | chr1:16646934-16648395 FORWARD LENGTH=212;AT1G43890.2 | Symbols: ATRAB18, ATRABC1, RAB18-1, RABC1, ATRAB-C1, RAB18 | RAB GTPASE HOMOLOG B18 | chr1:16646934-
19126000	12915000	3783700	22146000	8089100	0	0	0	0	0	0	14568000	368580000	292060000	230060000	307130000	378090000	519950000	1083400000	585640000	414060000	776840000	374070000	485890000	49925000	124500000	19748000	148250000	24528000	103710000	92795000	319760000	136050000	230090000	589200000	271210000	2105200000	1974600000	1340600000	1543100000	1481800000	1575700000	883510000	890460000	4137700000	4440800000	1146500000	1556100000				RPT4b	RP	RPT	54	16	16	89	25.1	25.1	44.755	0	323.31	33599000000	1362	AT1G45000.1;AT1G45000.2	AT1G45000.1;AT1G45000.2	AT1G45000.1 | Symbols:  | AAA-type ATPase family protein | chr1:17009220-17011607 FORWARD LENGTH=399;AT1G45000.2 | Symbols:  | AAA-type ATPase family protein | chr1:17009220-17011607 FORWARD LENGTH=335
14414000	11576000	16922000	13152000	5981800	10234000	4147500	3417100	5290000	5959700	10072000	10826000	25447000	22923000	20865000	20910000	15006000	13960000	36481000	28514000	14210000	0	11213000	0	24548000	25715000	28829000	16991000	12913000	17778000	6839300	3708900	0	0	7893400	0	17863000	19034000	12104000	18506000	18398000	14287000	15149000	7896200	5713900	0	8154800	7747400							4	4	4	12.4	12.4	12.4	44.118	0	10.566	611590000	35	AT1G45201.2;AT1G45201.1	AT1G45201.2;AT1G45201.1	AT1G45201.2 | Symbols: ATTLL1, TLL1 | triacylglycerol lipase-like 1 | chr1:17123889-17127497 FORWARD LENGTH=387;AT1G45201.1 | Symbols: ATTLL1, TLL1 | triacylglycerol lipase-like 1 | chr1:17123889-17128462 FORWARD LENGTH=479
140330000	115780000	91692000	67149000	126940000	129270000	46248000	38337000	54555000	55089000	77016000	62781000	133250000	124010000	132320000	133190000	231170000	201310000	101530000	83869000	52984000	45476000	62055000	65202000	395540000	393880000	269980000	262730000	351070000	378980000	81039000	80561000	84228000	79467000	74287000	110770000	213550000	164690000	147340000	152960000	250050000	189720000	61993000	66356000	118980000	94284000	80433000	84747000							5	5	5	23.2	23.2	23.2	50.966	0	124.28	6579800000	243	AT1G47128.1	AT1G47128.1	AT1G47128.1 | Symbols: RD21, RD21A | Granulin repeat cysteine protease family protein | chr1:17283139-17285609 REVERSE LENGTH=462
3844300	0	2569900	0	3252700	2505000	0	0	2587100	2352600	2040400	2087900	0	3243700	1963700	3166000	0	3346400	0	3101300	0	0	2239500	3194300	3225200	0	0	0	3107700	0	0	0	0	0	0	0	3374200	0	0	0	3177200	2431800	0	2824100	0	0	0	0							2	2	2	15.6	15.6	15.6	19.134	0	7.0042	59635000	3	AT1G47200.1;AT5G43070.1	AT1G47200.1;AT5G43070.1	AT1G47200.1 | Symbols: WPP2 | WPP domain protein 2 | chr1:17298181-17298723 REVERSE LENGTH=180;AT5G43070.1 | Symbols: WPP1 | WPP domain protein 1 | chr5:17289259-17289726 REVERSE LENGTH=155
4914500	0	3958000	5042100	0	3113300	3423800	7350900	4198300	970940	0	9041600	2013900000	663630000	1826000000	1782700000	1036100000	1214900000	117290000	163040000	90530000	99127000	79542000	76666000	83234000	91297000	63337000	56337000	79112000	130360000	39848000	38571000	102320000	41681000	171060000	133950000	50146000	49676000	41208000	28941000	63548000	46351000	110450000	57448000	103060000	103090000	53817000	66072000				PAF2	CP	Alpha	27	5	5	83	20.2	20.2	30.41	0	323.31	11043000000	186	AT1G47250.1	AT1G47250.1	AT1G47250.1 | Symbols: PAF2 | 20S proteasome alpha subunit F2 | chr1:17319220-17320900 FORWARD LENGTH=277
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13087000	7448900	4385900	0	5535900	3709200	6057700	4522900	4846300	0	4700900	4382600							2	2	2	29.6	29.6	29.6	10.993	0	4.5629	58677000	4	AT1G47540.1;AT1G47540.2	AT1G47540.1;AT1G47540.2	AT1G47540.1 | Symbols:  | Scorpion toxin-like knottin superfamily protein | chr1:17455702-17456146 REVERSE LENGTH=98;AT1G47540.2 | Symbols:  | Scorpion toxin-like knottin superfamily protein | chr1:17455702-17456146 REVERSE LENGTH=99
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257100	0	0	0	0	2912900	0	0	0	3562000	0	3707600	0	0	0	0	0	0	0	0	0	2986100	0	2949300	2727800	3638700	3914000	0	0	0	0	0	0							1	1	1	1.4	1.4	1.4	99.921	0	3.9966	27656000	5	AT1G47560.1;AT1G47550.1;AT1G47550.2	AT1G47560.1;AT1G47550.1;AT1G47550.2	AT1G47560.1 | Symbols: SEC3B | exocyst complex component sec3B | chr1:17466751-17473190 FORWARD LENGTH=887;AT1G47550.1 | Symbols: SEC3A | exocyst complex component sec3A | chr1:17457171-17463896 FORWARD LENGTH=887;AT1G47550.2 | Symbols: SEC3A | exocyst com
0	2035800	2511400	2880000	0	0	0	0	0	0	0	0	0	0	0	0	3268200	0	0	0	0	0	0	0	2140300	2601900	2054500	2744900	2167000	2209200	0	0	0	0	0	0	2512900	1633600	0	0	0	1606200	0	0	0	0	0	0							4	3	3	9.4	8	8	57.442	0	8.3587	30366000	4	AT1G47600.2;AT1G47600.1;AT1G51470.1	AT1G47600.2;AT1G47600.1;AT1G51470.1	AT1G47600.2 | Symbols: BGLU34 | beta glucosidase 34 | chr1:17491771-17494589 FORWARD LENGTH=510;AT1G47600.1 | Symbols: BGLU34, TGG4 | beta glucosidase 34 | chr1:17491771-17494589 FORWARD LENGTH=511;AT1G51470.1 | Symbols: BGLU35, TGG5 | beta glucosidase 35
0	0	2074300	2138500	1993000	3548800	2462400	2483700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3217400	0	0	0	0	0	0	0	2940300	0	0	0	0	0	0	0	0	0	0							3	3	3	7.3	7.3	7.3	53.987	0	4.4706	20858000	3	AT1G48030.2;AT1G48030.1;AT3G17240.3;AT3G17240.1;AT3G17240.2	AT1G48030.2;AT1G48030.1;AT3G17240.3;AT3G17240.1	AT1G48030.2 | Symbols: mtLPD1 | mitochondrial lipoamide dehydrogenase 1 | chr1:17717432-17719141 REVERSE LENGTH=507;AT1G48030.1 | Symbols: mtLPD1 | mitochondrial lipoamide dehydrogenase 1 | chr1:17717432-17719141 REVERSE LENGTH=507;AT3G17240.3 | Symbols: m
