LFQ intensity Col0_Minus	LFQ intensity Col0_Plus	LFQ intensity PAG1_Minus	LFQ intensity PAG1_Plus	LFQ intensity RPT4a_Minus	LFQ intensity RPT4a_Plus	LFQ intensity RPT4b_Minus	LFQ intensity RPT4b_Plus	C: Only identified by site	C: Reverse	C: Potential contaminant	C: ProteasomeAnnotation	C: SubComplexAnnotation	C: GraphGroup	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS Count	N: stddev LFQ intensity Col0_Minus	N: stddev LFQ intensity Col0_Plus	N: stddev LFQ intensity PAG1_Minus	N: stddev LFQ intensity PAG1_Plus	N: stddev LFQ intensity RPT4a_Minus	N: stddev LFQ intensity RPT4a_Plus	N: stddev LFQ intensity RPT4b_Minus	N: stddev LFQ intensity RPT4b_Plus	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
23.5224	21.2143	23.9702	21.6679	23.8642	21.7131	23.208	22.2809							3	3	3	12	12	12	37.382	0	8.6665	384580000	32	0.275963	0.890885	0.814051	1.54366	0.330755	0.673292	0.412226	0.49486	AT1G76010.1	AT1G76010.1	AT1G76010.1 | Symbols:  | Alba DNA/RNA-binding protein | chr1:28528505-28530488 REVERSE LENGTH=350
21.8341	20.3501	20.0255	19.7557	20.5964	19.2024	20.8324	19.7163							5	5	5	23.8	23.8	23.8	33.684	0	15.136	55167000	11	1.79193	0.956284	0.431344	0.457709	1.45766	0.831062	0.920462	0.653645	AT1G76080.1	AT1G76080.1	AT1G76080.1 | Symbols: ATCDSP32, CDSP32 | chloroplastic drought-induced stress protein of 32 kD | chr1:28548063-28549348 REVERSE LENGTH=302
20.4841	19.7094	20.5769	19.7488	19.4598	20.1278	20.7458	19.4426							4	4	3	10.7	10.7	8.3	60.04	0	10.414	11900000	5	0.72686	0.321053	0.380243	0.705472	1.00345	0.977151	0.793123	1.5238	AT1G76160.1;AT1G21860.1;AT1G21850.1	AT1G76160.1	AT1G76160.1 | Symbols: sks5 | SKU5 similar 5 | chr1:28578211-28581020 REVERSE LENGTH=541
24.5483	24.0824	23.0332	22.9474	24.8188	24.4385	24.4545	22.5171							7	7	6	34.6	34.6	34.6	20.786	0	136.64	951820000	103	0.243659	0.271898	1.95779	2.49143	0.201325	0.989558	0.692787	2.56035	AT1G76180.2;AT1G76180.1	AT1G76180.2;AT1G76180.1	AT1G76180.2 | Symbols: ERD14 | Dehydrin family protein | chr1:28587013-28587657 REVERSE LENGTH=185;AT1G76180.1 | Symbols: ERD14 | Dehydrin family protein | chr1:28587013-28587657 REVERSE LENGTH=185
21.2829	21.1607	23.3659	23.5209	19.6258	19.3925	19.3228	18.8326							4	4	4	18.5	18.5	18.5	41.178	0	15.084	142190000	16	1.87228	2.17657	0.728666	0.546179	0.44408	1.20851	0.301748	0.936579	AT1G77120.1	AT1G77120.1	AT1G77120.1 | Symbols: ADH1, ADH, ATADH, ATADH1 | alcohol dehydrogenase 1 | chr1:28975509-28977216 FORWARD LENGTH=379
20.2069	20.2825	30.2391	19.865	25.609	22.7573	25.2074	24.6323				PBC2	CP	Beta	20	6	6	70.6	37.3	37.3	22.759	0	323.31	9288700000	210	1.00788	1.22606	0.501212	0.20974	0.207578	3.00575	0.226472	0.944476	AT1G77440.2;AT1G77440.1	AT1G77440.2;AT1G77440.1	AT1G77440.2 | Symbols: PBC2 | 20S proteasome beta subunit C2 | chr1:29096020-29098105 FORWARD LENGTH=204;AT1G77440.1 | Symbols: PBC2 | 20S proteasome beta subunit C2 | chr1:29096334-29098105 FORWARD LENGTH=204
23.4679	20.3933	22.731	20.6965	23.7529	19.8094	23.9226	20.3914							5	2	2	52.7	28.6	28.6	12.29	0	22.851	407480000	45	0.126834	2.04611	3.58197	0.336897	0.268856	2.12361	0.0845476	2.2155	AT1G77940.1	AT1G77940.1	AT1G77940.1 | Symbols:  | Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein | chr1:29304116-29305288 REVERSE LENGTH=112
23.907	22.8537	24.5043	24.0577	24.1131	22.0763	23.9521	23.3968							10	6	6	41.7	27.4	27.4	29.161	0	38.47	702440000	65	0.296051	0.288412	0.663246	0.295051	0.15954	2.98483	0.691036	0.338784	AT1G78300.1	AT1G78300.1	AT1G78300.1 | Symbols: GRF2, 14-3-3OMEGA, GF14 OMEGA | general regulatory factor 2 | chr1:29461883-29463052 FORWARD LENGTH=259
21.8291	20.2022	21.5902	21.8647	21.2138	20.4786	21.0346	20.447							3	3	3	16.9	16.9	16.9	25.65	0	8.5983	94837000	7	0.536824	0.339994	1.64412	1.01348	0.792827	1.28057	1.96093	1.6241	AT1G78380.1;AT1G17170.1	AT1G78380.1	AT1G78380.1 | Symbols: ATGSTU19, GST8, GSTU19 | glutathione S-transferase TAU 19 | chr1:29486659-29487819 REVERSE LENGTH=219
22.4343	21.4543	23.5585	22.6893	23.0841	21.0688	23.2431	22.2876							2	2	2	12.4	12.4	12.4	26.788	0	13.402	298290000	32	0.901191	1.91218	0.571579	0.866826	0.297219	1.96941	0.323225	1.32012	AT1G78630.1	AT1G78630.1	AT1G78630.1 | Symbols: emb1473 | Ribosomal protein L13 family protein | chr1:29575997-29577406 FORWARD LENGTH=241
21.9674	21.8289	20.0193	19.4848	21.6947	20.594	20.7622	19.2285							3	3	3	12.1	12.1	12.1	50.342	0	17.634	95238000	25	0.270216	0.352901	1.07763	1.32267	1.89378	2.20776	1.93841	1.01091	AT1G78830.1;AT1G78820.1	AT1G78830.1	AT1G78830.1 | Symbols:  | Curculin-like (mannose-binding) lectin family protein | chr1:29637141-29638508 REVERSE LENGTH=455
21.3285	19.4453	24.3264	23.8636	20.2576	20.2798	20.6626	22.5093							2	2	2	4.7	4.7	4.7	49.194	0.0029821	3.1037	249040000	3	1.324	0.532284	0.265156	0.156383	2.13958	2.54883	1.90411	1.02135	AT1G78860.1;AT1G78850.1	AT1G78860.1;AT1G78850.1	AT1G78860.1 | Symbols:  | D-mannose binding lectin protein with Apple-like carbohydrate-binding domain | chr1:29646168-29647499 REVERSE LENGTH=443;AT1G78850.1 | Symbols:  | D-mannose binding lectin protein with Apple-like carbohydrate-binding domain | chr1
20.721	19.735	21.0604	18.8708	21.0762	20.4507	20.9936	19.3107							2	2	2	22.2	22.2	22.2	17.192	0	6.7391	20070000	3	1.40554	0.566131	0.0552435	0.75049	0.949796	0.663916	0.464584	0.746709	AT1G78870.2;AT1G78870.1;AT1G78870.3	AT1G78870.2;AT1G78870.1;AT1G78870.3	AT1G78870.2 | Symbols: UBC35, UBC13A | ubiquitin-conjugating enzyme 35 | chr1:29650589-29652203 FORWARD LENGTH=153;AT1G78870.1 | Symbols: UBC35, UBC13A | ubiquitin-conjugating enzyme 35 | chr1:29650589-29652203 FORWARD LENGTH=154;AT1G78870.3 | Symbols: UBC
25.9837	25.4645	26.6997	26.7815	26.7274	26.3439	26.2184	26.714							23	23	23	49.9	49.9	49.9	68.812	0	179.64	4449300000	421	0.192985	0.686399	0.604012	0.148534	0.0196023	0.433395	0.31258	0.121427	AT1G78900.2;AT1G78900.1;AT1G16820.2;AT1G16820.1	AT1G78900.2;AT1G78900.1	AT1G78900.2 | Symbols: VHA-A | vacuolar ATP synthase subunit A | chr1:29660463-29664575 FORWARD LENGTH=623;AT1G78900.1 | Symbols: VHA-A | vacuolar ATP synthase subunit A | chr1:29660463-29664575 FORWARD LENGTH=623
20.0061	20.588	19.8494	19.6473	21.5271	19.6672	20.3893	19.814							1	1	1	2.3	2.3	2.3	47.733	0.0020141	3.3196	23699000	6	0.729996	0.651	1.1747	1.07548	0.229574	1.28617	1.30785	0.553056	AT1G79050.1	AT1G79050.1	AT1G79050.1 | Symbols:  | recA DNA recombination family protein | chr1:29737084-29740140 REVERSE LENGTH=439
20.9165	21.4565	32.2134	30.6196	27.9684	29.6496	26.9085	29.7224				PAB2	CP	Alpha	35	6	6	97.4	20.4	20.4	25.733	0	323.31	55206000000	503	1.72329	2.7344	0.272032	0.323247	0.281518	0.309619	0.483743	0.877243	AT1G79210.3;AT1G79210.2;AT1G79210.1	AT1G79210.3;AT1G79210.2;AT1G79210.1	AT1G79210.3 | Symbols:  | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein | chr1:29796286-29798240 REVERSE LENGTH=235;AT1G79210.2 | Symbols:  | N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein | chr1:2
19.9754	18.883	22.7446	20.7572	19.5804	20.3953	19.2764	20.2079							1	1	1	0.3	0.3	0.3	237.04	0.0066667	2.809	42170000	3	0.447445	0.477107	0.545324	1.82224	0.474702	1.81387	0.509347	1.50841	AT1G79280.1;AT1G79280.3;AT1G79280.2	AT1G79280.1;AT1G79280.3;AT1G79280.2	AT1G79280.1 | Symbols: NUA, AtTPR | nuclear pore anchor | chr1:29819176-29832809 REVERSE LENGTH=2093;AT1G79280.3 | Symbols: NUA | nuclear pore anchor | chr1:29819176-29832809 REVERSE LENGTH=2094;AT1G79280.2 | Symbols: NUA | nuclear pore anchor | chr1:29819
21.8707	20.8441	22.8325	20.3617	23.293	20.2746	23.7201	21.0299							5	5	5	15.8	15.8	15.8	45.483	0	28.437	274720000	33	0.561974	1.98255	0.487668	1.07173	0.0820706	1.40309	0.494703	0.443537	AT1G79340.1;AT1G79330.1	AT1G79340.1	AT1G79340.1 | Symbols: AtMC4, MC4 | metacaspase 4 | chr1:29842849-29844368 FORWARD LENGTH=418
21.8087	19.2125	24.6939	23.9632	21.6834	22.4738	20.8172	19.0961							7	6	6	23.5	20.9	20.9	44.83	0	57.75	316340000	24	0.388709	0.153677	0.215032	0.311853	1.38534	1.50262	1.46498	0.435916	AT1G79530.1;AT1G16300.1	AT1G79530.1;AT1G16300.1	AT1G79530.1 | Symbols: GAPCP-1 | glyceraldehyde-3-phosphate dehydrogenase of plastid 1 | chr1:29916232-29919088 REVERSE LENGTH=422;AT1G16300.1 | Symbols: GAPCP-2 | glyceraldehyde-3-phosphate dehydrogenase of plastid 2 | chr1:5574433-5577406 FORWARD LENGTH=
23.201	22.719	23.5931	21.2868	23.4303	20.0299	23.5038	20.7							10	9	8	41.4	37.2	31.4	42.131	0	49.759	422710000	40	0.491174	0.149156	1.31456	2.65281	0.44418	3.40558	0.767815	2.4516	AT1G79550.2;AT1G79550.1	AT1G79550.2;AT1G79550.1	AT1G79550.2 | Symbols: PGK | phosphoglycerate kinase | chr1:29924347-29926295 REVERSE LENGTH=401;AT1G79550.1 | Symbols: PGK | phosphoglycerate kinase | chr1:29924347-29926295 REVERSE LENGTH=401
24.8652	21.3144	26.2372	20.2917	25.2893	20.3687	25.3804	20.5232							5	5	5	42.3	42.3	42.3	16.282	0	95.163	1250200000	93	0.184304	1.47843	0.771472	0.786407	0.380245	1.31539	0.178871	2.52041	AT1G79850.1	AT1G79850.1	AT1G79850.1 | Symbols: RPS17, CS17, PRPS17 | ribosomal protein S17 | chr1:30041473-30041922 REVERSE LENGTH=149
21.8112	20.2577	21.7776	19.7861	20.8556	19.4438	21.0936	20.0842							4	4	4	6.6	6.6	6.6	87.316	0	9.2927	68354000	7	1.05611	0.716612	1.12616	0.903447	1.17212	1.01107	0.134594	1.20442	AT1G79930.2;AT1G79930.1;AT1G79920.2;AT1G79920.1	AT1G79930.2;AT1G79930.1;AT1G79920.2;AT1G79920.1	AT1G79930.2 | Symbols: HSP91 | heat shock protein 91 | chr1:30063924-30067067 REVERSE LENGTH=789;AT1G79930.1 | Symbols: HSP91 | heat shock protein 91 | chr1:30063781-30067067 REVERSE LENGTH=831;AT1G79920.2 | Symbols:  | Heat shock protein 70 (Hsp 70) famil
21.3244	19.19	19.5117	19.5066	21.0463	20.2562	19.3534	19.5193							2	2	2	6.8	6.8	6.8	49.487	0	4.313	18932000	4	1.2208	0.307737	0.591164	0.688424	1.17397	0.53827	0.312243	1.60493	AT1G80480.1	AT1G80480.1	AT1G80480.1 | Symbols: PTAC17 | plastid transcriptionally active 17 | chr1:30258272-30260570 REVERSE LENGTH=444
23.2884	22.1793	24.0224	22.1695	23.3536	20.6283	23.1927	21.569							6	4	4	23.5	19.2	19.2	42.327	0	32.2	431890000	44	0.238651	0.295117	1.04564	2.45804	0.205072	2.81604	0.929796	2.35892	AT2G01140.1	AT2G01140.1	AT2G01140.1 | Symbols:  | Aldolase superfamily protein | chr2:95006-96491 REVERSE LENGTH=391
25.3792	23.5681	26.3964	23.1425	25.9456	24.0858	26.0289	24.3231							18	18	8	65.3	65.3	39.3	28.171	0	180.11	2037400000	136	0.102223	1.13415	0.323759	2.62983	0.205182	1.20469	0.0670713	1.04944	AT2G01250.1;AT2G01250.2	AT2G01250.1;AT2G01250.2	AT2G01250.1 | Symbols:  | Ribosomal protein L30/L7 family protein | chr2:132943-134264 REVERSE LENGTH=242;AT2G01250.2 | Symbols:  | Ribosomal protein L30/L7 family protein | chr2:133038-134264 REVERSE LENGTH=184
20.3027	19.8323	21.8352	20.6088	19.9776	20.5258	20.1346	20.0511							7	4	4	48.3	34.4	34.4	17.513	0	14.629	85836000	8	0.723607	0.364163	2.94108	1.52366	0.9841	1.09148	1.26859	0.943119	AT2G01520.1;AT4G14060.1;AT2G01530.1	AT2G01520.1	AT2G01520.1 | Symbols: MLP328 | MLP-like protein 328 | chr2:235992-236881 FORWARD LENGTH=151
24.69	23.462	23.6959	22.0932	24.6279	23.3733	24.9716	23.6631							2	2	2	33.8	33.8	33.8	8.524	0	171.83	872070000	65	0.09589	0.625035	0.29023	2.58934	0.646123	0.436188	0.605329	0.232354	AT2G02100.1	AT2G02100.1	AT2G02100.1 | Symbols: LCR69, PDF2.2 | low-molecular-weight cysteine-rich 69 | chr2:528397-528885 FORWARD LENGTH=77
21.4866	21.0757	19.3985	19.5188	29.0189	30.3584	29.1956	30.0822				Nas6	PIP_RP	Assembly	17	17	17	72.9	72.9	72.9	25.921	0	323.31	23034000000	759	2.08565	4.36815	0.294626	0.585274	0.135415	0.450689	0.301404	0.559005	AT2G03430.1	AT2G03430.1	AT2G03430.1 | Symbols:  | Ankyrin repeat family protein | chr2:1036192-1037536 REVERSE LENGTH=240
22.2237	21.8409	20.0769	20.6918	20.7345	19.2288	21.9245	19.234							2	2	2	13.4	13.4	13.4	19.7	0	5.8502	77333000	12	0.392677	0.222259	1.00434	0.38755	1.70583	0.833992	1.96367	1.19058	AT2G03440.1	AT2G03440.1	AT2G03440.1 | Symbols: NRP1, ATNRP1 | nodulin-related protein 1 | chr2:1039409-1039972 REVERSE LENGTH=187
23.4954	20.7919	23.6316	21.1499	23.6428	19.5418	24.2279	20.1418							10	10	7	19.3	19.3	14.8	88.255	0	35.328	397280000	50	0.708533	1.68572	0.67249	3.09853	0.780597	0.485399	0.30958	1.90684	AT2G04030.2;AT2G04030.1	AT2G04030.2;AT2G04030.1	AT2G04030.2 | Symbols: CR88, Hsp88.1, AtHsp90.5 | Chaperone protein htpG family protein | chr2:1281983-1285909 FORWARD LENGTH=777;AT2G04030.1 | Symbols: CR88, EMB1956, HSP90.5, Hsp88.1, AtHsp90.5 | Chaperone protein htpG family protein | chr2:1281983-12859
19.6284	19.6178	20.1922	25.0521	20.109	25.382	20.8406	24.451							1	1	1	0.9	0.9	0.9	137.91	0.0084191	2.7147	703590000	24	0.771026	0.48082	1.62654	0.889137	2.11358	0.197356	0.688921	1.29995	AT2G04235.1	AT2G04235.1	AT2G04235.1 | Symbols:  | unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;EXPRESSED IN: cultured cell;Has 713 Blast hits to 345 proteins in 122 species: Archae - 2
25.9217	24.1125	27.1067	24.9394	26.2917	24.5705	26.5026	25.0602							5	5	5	37.9	37.9	37.9	16.036	0	23.933	3115200000	138	0.233609	1.05052	0.33422	0.60798	0.259597	1.15753	0.192892	0.76339	AT3G10610.1;AT2G05220.2;AT2G05220.1;AT5G04800.4;AT5G04800.3;AT5G04800.2;AT5G04800.1;AT2G04390.1	AT3G10610.1;AT2G05220.2;AT2G05220.1;AT5G04800.4;AT5G04800.3;AT5G04800.2;AT5G04800.1;AT2G04390.1	AT3G10610.1 | Symbols:  | Ribosomal S17 family protein | chr3:3319459-3319881 FORWARD LENGTH=140;AT2G05220.2 | Symbols:  | Ribosomal S17 family protein | chr2:1894757-1895179 REVERSE LENGTH=140;AT2G05220.1 | Symbols:  | Ribosomal S17 family protein | chr2:
21.4496	20.0918	20.8624	21.4011	19.3708	21.4745	19.461	19.5589							10	10	4	14.5	14.5	7.5	108.2	0	43.09	78177000	5	0.964546	1.66488	1.81334	2.26597	0.392873	1.83241	0.561213	0.327915	AT2G05710.1	AT2G05710.1	AT2G05710.1 | Symbols: ACO3 | aconitase 3 | chr2:2141591-2146350 FORWARD LENGTH=990
23.4258	22.8152	34.4612	32.5767	29.903	31.3741	29.2424	31.4279				PAA2	CP	Alpha	37	19	19	99.6	68.3	68.3	27.35	0	323.31	233400000000	1665	0.65328	1.12319	0.167112	0.365462	0.278388	0.187311	0.482897	0.735928	AT2G05840.1;AT2G05840.2	AT2G05840.1;AT2G05840.2	AT2G05840.1 | Symbols: PAA2 | 20S proteasome subunit PAA2 | chr2:2234226-2236053 FORWARD LENGTH=246;AT2G05840.2 | Symbols: PAA2 | 20S proteasome subunit PAA2 | chr2:2234226-2235973 FORWARD LENGTH=220
22.091	21.8482	20.2828	20.2445	22.0004	21.6746	20.9244	20.2647							4	4	4	17.7	17.7	17.7	41.213	0	9.1511	104530000	13	0.421966	0.08722	2.48989	0.574302	0.398478	2.07246	1.60453	0.940926	AT2G05990.2;AT2G05990.1	AT2G05990.2;AT2G05990.1	AT2G05990.2 | Symbols: MOD1, ENR1 | NAD(P)-binding Rossmann-fold superfamily protein | chr2:2322876-2324867 FORWARD LENGTH=390;AT2G05990.1 | Symbols: MOD1, ENR1 | NAD(P)-binding Rossmann-fold superfamily protein | chr2:2322876-2324867 FORWARD LENGTH=390
20.0128	20.7623	19.6651	19.5589	20.0503	19.6201	19.8425	19.4188							1	1	1	10.7	10.7	10.7	25.292	0.003009	3.2644	6454700	5	0.360116	0.576758	0.561766	1.43656	1.10516	1.37927	0.60213	0.236998	AT2G06530.1	AT2G06530.1	AT2G06530.1 | Symbols: VPS2.1 | SNF7 family protein | chr2:2588740-2590285 REVERSE LENGTH=225
24.383	22.931	23.6711	24.1241	25.2538	25.7601	25.2054	21.6122							16	16	16	51.4	51.4	51.4	34.291	0	64.748	1217900000	113	0.859835	0.602743	1.07373	0.883372	0.193347	1.00469	0.348193	2.42803	AT2G06850.1;AT5G13870.1	AT2G06850.1	AT2G06850.1 | Symbols: EXGT-A1, EXT, XTH4 | xyloglucan endotransglucosylase/hydrolase 4 | chr2:2763619-2765490 FORWARD LENGTH=296
24.137	23.6506	24.755	24.774	25.273	24.2101	24.9086	25.3009							15	14	14	24.6	23.7	23.7	85.932	0	75.333	1469400000	147	0.67352	0.844018	0.587347	1.01258	0.164839	0.745417	0.123275	0.116149	AT2G07698.1;ATMG01190.1	AT2G07698.1;ATMG01190.1	AT2G07698.1 | Symbols:  | ATPase, F1 complex, alpha subunit protein | chr2:3361474-3364028 FORWARD LENGTH=777;ATMG01190.1 | Symbols: ATP1 | ATP synthase subunit 1 | chrM:302166-303689 REVERSE LENGTH=507
20.9644	20.1657	22.8149	19.9816	21.6599	19.5246	21.6196	19.0986							12	1	1	67.8	8.2	8.2	16.631	0.0039604	3.0701	97556000	22	0.741386	0.383175	0.420219	1.30861	0.345776	0.50633	0.269663	0.857625	AT2G09990.1	AT2G09990.1	AT2G09990.1 | Symbols:  | Ribosomal protein S5 domain 2-like superfamily protein | chr2:3781442-3781882 FORWARD LENGTH=146
25.4867	23.096	24.104	22.1105	25.7467	23.9213	25.6567	24.4233							6	6	6	13.1	13.1	13.1	29.648	0	18.314	1499700000	84	0.838272	1.31954	0.298654	2.6878	0.405245	0.886991	0.297336	1.08678	AT2G10940.2;AT2G10940.1	AT2G10940.2;AT2G10940.1	AT2G10940.2 | Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein | chr2:4311160-4312035 REVERSE LENGTH=291;AT2G10940.1 | Symbols:  | Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin su
22.2558	21.5623	20.3531	20.7263	22.5273	20.4078	21.2168	19.7955							2	2	2	9.2	9.2	9.2	44.207	0	19.84	125650000	25	0.561333	0.34299	0.939032	0.632254	0.661717	2.58495	1.38866	1.03498	AT2G13360.2;AT2G13360.1	AT2G13360.2;AT2G13360.1	AT2G13360.2 | Symbols: AGT, AGT1, SGAT | alanine:glyoxylate aminotransferase | chr2:5539417-5540902 REVERSE LENGTH=401;AT2G13360.1 | Symbols: AGT, AGT1, SGAT | alanine:glyoxylate aminotransferase | chr2:5539417-5540902 REVERSE LENGTH=401
23.2063	20.1203	20.1308	19.5137	23.6725	19.8527	23.0827	20.455							14	14	9	23.8	23.8	17.4	86.691	0	37.542	205100000	25	0.579652	1.41536	0.455013	0.378828	0.566118	0.633319	0.554722	1.73434	AT2G14120.2;AT2G14120.1;AT2G14120.3	AT2G14120.2;AT2G14120.1;AT2G14120.3	AT2G14120.2 | Symbols: DRP3B | dynamin related protein | chr2:5954253-5960015 REVERSE LENGTH=780;AT2G14120.1 | Symbols: DRP3B | dynamin related protein | chr2:5954253-5960015 REVERSE LENGTH=780;AT2G14120.3 | Symbols: DRP3B | dynamin related protein | chr2:
19.5764	19.4023	22.564	26.1647	19.9133	24.3218	19.5197	23.751							1	1	1	1.2	1.2	1.2	53.406	0	4.0463	662010000	15	0.471924	0.342556	1.94674	0.561401	0.817783	0.5341	0.88148	1.13951	AT2G14170.2;AT2G14170.3;AT2G14170.1	AT2G14170.2;AT2G14170.3;AT2G14170.1	AT2G14170.2 | Symbols: ALDH6B2 | aldehyde dehydrogenase  6B2 | chr2:5977727-5981489 REVERSE LENGTH=498;AT2G14170.3 | Symbols: ALDH6B2 | aldehyde dehydrogenase  6B2 | chr2:5977851-5981899 REVERSE LENGTH=595;AT2G14170.1 | Symbols: ALDH6B2 | aldehyde dehydrog
21.3167	21.4358	21.2385	20.2921	21.0973	19.8093	20.2421	19.6944							2	2	2	5.6	5.6	5.6	65.504	0	6.5884	81599000	8	0.731825	0.128671	2.02042	0.34309	1.34781	2.42903	1.88631	0.899877	AT2G15620.1	AT2G15620.1	AT2G15620.1 | Symbols: NIR1, NIR, ATHNIR | nitrite reductase 1 | chr2:6810552-6812666 FORWARD LENGTH=586
24.0672	23.803	24.7891	24.8646	24.6564	24.6051	24.2113	23.9767							7	5	5	58.4	53.2	53.2	18.492	0	161.71	1279000000	116	0.52628	0.468413	0.998254	1.09367	0.601089	1.39535	1.31307	0.710928	AT2G16600.1;AT2G16600.2	AT2G16600.1;AT2G16600.2	AT2G16600.1 | Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=173;AT2G16600.2 | Symbols: ROC3 | rotamase CYP 3 | chr2:7200862-7201383 FORWARD LENGTH=151
20.6777	19.5479	24.8483	24.4007	24.2937	24.3362	23.9072	24.3836							5	5	5	15.1	15.1	15.1	58.053	0	23.309	813380000	42	1.9032	0.783825	0.6571	0.553817	0.250471	0.21427	0.443013	0.745027	AT2G17200.1;AT2G17190.1	AT2G17200.1;AT2G17190.1	AT2G17200.1 | Symbols: DSK2 | ubiquitin family protein | chr2:7482133-7485090 REVERSE LENGTH=551;AT2G17190.1 | Symbols:  | ubiquitin family protein | chr2:7478272-7481361 REVERSE LENGTH=538
27.4627	25.5678	28.5767	26.2704	27.8442	26.0537	27.8781	26.1448							20	20	20	64.3	64.3	64.3	27.707	0	191.65	8422000000	478	0.228575	0.754634	0.391914	0.645806	0.257138	0.891887	0.144407	0.957405	AT5G07090.2;AT2G17360.1;AT5G58420.1;AT5G07090.1;AT2G17360.2	AT5G07090.2;AT2G17360.1;AT5G58420.1;AT5G07090.1;AT2G17360.2	AT5G07090.2 | Symbols:  | Ribosomal protein S4 (RPS4A) family protein | chr5:2202783-2203805 FORWARD LENGTH=244;AT2G17360.1 | Symbols:  | Ribosomal protein S4 (RPS4A) family protein | chr2:7546598-7548138 FORWARD LENGTH=261;AT5G58420.1 | Symbols:  | Riboso
23.7265	22.3897	24.7255	23.5261	23.8753	21.726	23.7362	23.3906							17	8	8	44.1	24.6	24.6	46.633	0	54.22	615590000	85	0.376984	1.15854	0.343714	0.304678	0.38817	2.65853	0.0402839	0.259219	AT2G17630.1	AT2G17630.1	AT2G17630.1 | Symbols:  | Pyridoxal phosphate (PLP)-dependent transferases superfamily protein | chr2:7666637-7667905 FORWARD LENGTH=422
20.7272	19.0965	19.4206	19.5797	20.6301	19.2937	20.8161	18.6739							3	3	3	10.8	10.8	10.8	49	0	7.0612	30062000	7	0.341186	0.237061	0.505867	0.370546	1.40495	0.862479	0.0548984	0.552904	AT2G17840.1	AT2G17840.1	AT2G17840.1 | Symbols: ERD7 | Senescence/dehydration-associated protein-related | chr2:7755923-7757798 REVERSE LENGTH=452
26.1201	24.7911	27.3862	26.2169	26.9986	26.04	26.8995	26.2516							15	15	5	59.3	59.3	24.4	27.859	0	220.42	4710800000	276	0.173028	1.00293	0.333055	0.393207	0.120337	0.823019	0.217114	0.856075	AT2G18020.1	AT2G18020.1	AT2G18020.1 | Symbols: EMB2296 | Ribosomal protein L2 family | chr2:7837151-7838160 FORWARD LENGTH=258
21.4106	19.9661	21.9167	19.9306	21.3579	19.9533	21.3863	19.8499							5	2	2	22.9	10	10	25.266	0.0058594	2.9477	64369000	2	0.303953	0.937351	0.50615	1.03246	0.197152	0.840186	0.167094	1.14926	AT2G18110.1	AT2G18110.1	AT2G18110.1 | Symbols:  | Translation elongation  factor EF1B/ribosomal protein S6 family protein | chr2:7872636-7873713 FORWARD LENGTH=231
22.39	20.3891	22.8767	20.0333	22.3756	18.7387	21.7342	19.3881							2	2	2	30.7	30.7	30.7	10.298	0	5.1744	144980000	22	0.407475	1.13084	0.113823	0.574354	0.414569	0.601377	0.322581	1.22866	AT2G18740.1;AT2G18740.2;AT4G30330.1	AT2G18740.1;AT2G18740.2;AT4G30330.1	AT2G18740.1 | Symbols:  | Small nuclear ribonucleoprotein family protein | chr2:8123334-8124710 FORWARD LENGTH=88;AT2G18740.2 | Symbols:  | Small nuclear ribonucleoprotein family protein | chr2:8123334-8124581 FORWARD LENGTH=78;AT4G30330.1 | Symbols:  | Sm
20.2568	20.8767	20.9447	20.2211	21.8579	19.7231	21.678	23.0812							7	2	2	8.7	4.5	4.5	104.22	0	8.8307	108360000	6	0.425967	1.3567	2.26994	0.510389	0.652348	2.23892	0.089358	0.654864	AT2G18960.1;AT5G62670.1;AT3G47950.1;AT2G24520.1;AT1G80660.2;AT1G80660.1;AT1G17260.1;AT3G42640.1;AT5G57350.2;AT5G57350.1;AT2G07560.1	AT2G18960.1;AT5G62670.1;AT3G47950.1	AT2G18960.1 | Symbols: AHA1, PMA, OST2, HA1 | H(+)-ATPase 1 | chr2:8221858-8227268 FORWARD LENGTH=949;AT5G62670.1 | Symbols: AHA11, HA11 | H(+)-ATPase 11 | chr5:25159495-25164957 FORWARD LENGTH=956;AT3G47950.1 | Symbols: AHA4, HA4 | H(+)-ATPase 4 | chr3:17
